% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.800341278e+03 +1.800341278e+03 +1.338251278e+03 +1.338251278e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
12 +1.441805169e+03 +1.441805169e+03 +9.797151695e+02 +9.797151695e+02 -3.2989e+00 +1.6448e+00 +1.8198e+00 +2.0942e-01 +1.8632e+00 +4.0093e+00 -1.3215e+00 +4.3981e+00 -3.4588e+00 -4.6136e+00 -1.4208e+00 +4.0558e-02 -3.9965e+00 +3.0589e+00 -6.5893e-01 -2.9457e+00 -4.6390e+00 +4.5621e+00 -4.2239e+00 -3.9365e-01
69 +9.452021923e+02 +9.452021923e+02 +4.831121923e+02 +4.831121923e+02 -5.0248e-01 +4.9511e-01 -3.4014e+00 -9.5300e-01 -3.0376e+00 +4.5410e+00 +1.7338e+00 +3.7842e+00 -1.4268e+00 -4.7286e+00 -2.7710e+00 -1.9661e+00 +1.2024e+00 -3.7442e+00 -2.6113e+00 -1.1601e+00 +4.5930e-01 -2.7309e+00 -5.5567e-01 +4.6034e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.677243012e+03 +2.677243012e+03 +2.754903012e+03 +2.754903012e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +1.631999166e+03 +1.631999166e+03 +1.709659166e+03 +1.709659166e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
9 +1.312330045e+03 +1.312330045e+03 +1.389990045e+03 +1.389990045e+03 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
35 +8.456457548e+02 +8.456457548e+02 +9.233057548e+02 +9.233057548e+02 -4.3956e-01 -8.9856e-01 +1.6814e+00 +2.4454e+00 -1.9350e+00 +2.3157e-01 -7.4737e-01 +3.3452e+00 +3.7987e+00 -1.5435e+00 +8.2842e-01 +1.2718e+00 +1.9835e+00 +3.7212e-01 -6.2796e-01 +2.2829e+00 +1.2100e+00 -1.5398e+00 -4.6313e+00 -3.1322e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.191443093e+03 +1.191443093e+03 +1.307123093e+03 +1.307123093e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
