% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.993484080e+02 +7.993484080e+02 +2.146184080e+02 +2.146184080e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503809800e+03 +2.503809800e+03 +2.467269800e+03 +2.467269800e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
4 +1.565091566e+03 +1.565091566e+03 +1.528551566e+03 +1.528551566e+03 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
19 +9.870083602e+02 +9.870083602e+02 +9.504683602e+02 +9.504683602e+02 +1.0447e+00 +9.9770e-01 +2.7568e+00 +7.5323e-02 +1.1842e+00 -1.8764e+00 -3.4019e-03 +3.4584e+00 -2.2559e+00 -2.5383e+00 -4.9492e+00 +3.3619e+00 -3.3091e-01 -5.9185e-01 +1.3378e+00 -4.0070e+00 +2.1210e+00 +1.0354e+00 -4.9821e+00 +2.1663e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.044659367e+03 +1.044659367e+03 +2.044659367e+03 +2.044659367e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
5 +9.984519402e+02 +9.984519402e+02 +1.998451940e+03 +1.998451940e+03 -4.3207e+00 +2.6995e-01 +3.7421e+00 -2.9507e+00 +8.7332e-01 +3.7811e+00 +1.8706e-02 +2.9112e+00 +3.4771e+00 -2.2954e+00 -2.1277e+00 -3.8001e+00 -1.6285e+00 +4.2534e+00 -3.7688e-01 +1.0537e+00 -4.2138e+00 -3.8532e-01 +1.1566e+00 +5.8503e-01
41 +6.132597487e+02 +6.132597487e+02 +1.613259749e+03 +1.613259749e+03 +3.8454e+00 +2.5948e+00 -2.1763e+00 +4.7606e+00 -1.2629e+00 -4.6498e-01 -1.2977e+00 -8.6372e-01 -3.2499e+00 -4.4530e+00 -2.2170e+00 -4.4733e+00 -1.7253e+00 +1.3704e+00 +2.1134e+00 +1.3643e-01 -2.8062e+00 -4.3562e-01 +1.8563e+00 -4.0291e+00
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
