% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.609445801e+02 +5.609445801e+02 +1.560944580e+03 +1.560944580e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +1.494676125e+02 +1.494676125e+02 +1.149467613e+03 +1.149467613e+03 -1.5447e+00 +3.2123e+00 +1.0097e+00
5 +7.705877642e+01 +7.705877642e+01 +1.077058776e+03 +1.077058776e+03 -4.3597e+00 +2.2217e+00 +3.8513e-01
23 +5.130531612e+01 +5.130531612e+01 +1.051305316e+03 +1.051305316e+03 -3.9738e+00 +2.9711e+00 +4.2334e+00
37 +2.647391229e+01 +2.647391229e+01 +1.026473912e+03 +1.026473912e+03 -4.0750e+00 +2.6397e+00 +2.4054e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.874450780e+02 +2.874450780e+02 +3.574750780e+02 +3.574750780e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +1.337395305e+02 +1.337395305e+02 +2.037695305e+02 +2.037695305e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
12 +5.842343578e+01 +5.842343578e+01 +1.284534358e+02 +1.284534358e+02 -3.8838e+00 -4.7703e+00 -4.0203e+00
60 +3.684281513e+01 +3.684281513e+01 +1.068728151e+02 +1.068728151e+02 -7.2981e-01 -4.5699e+00 -2.8152e+00
63 +2.016924498e+01 +2.016924498e+01 +9.019924498e+01 +9.019924498e+01 -1.4458e+00 -3.9359e+00 -4.0909e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.631378541e+03 +3.631378541e+03 +3.583158541e+03 +3.583158541e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +3.955714967e+02 +3.955714967e+02 +3.473514967e+02 +3.473514967e+02 -1.5447e+00 +3.2123e+00 +1.0097e+00
5 +7.457707411e+01 +7.457707411e+01 +2.635707411e+01 +2.635707411e+01 -4.3597e+00 +2.2217e+00 +3.8513e-01
10 +5.337990132e+01 +5.337990132e+01 +5.159901324e+00 +5.159901324e+00 -4.1175e+00 +9.9079e-01 -1.7322e+00
33 +2.847660435e+01 +2.847660435e+01 -1.974339565e+01 -1.974339565e+01 -4.2138e+00 -3.8532e-01 +1.1566e+00
69 +2.315001439e+01 +2.315001439e+01 -2.506998561e+01 -2.506998561e+01 -7.8722e-01 -7.4041e-01 -4.1757e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.247538638e+03 +2.247538638e+03 +2.273008638e+03 +2.273008638e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +5.416790984e+02 +5.416790984e+02 +5.671490984e+02 +5.671490984e+02 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +2.858285016e+02 +2.858285016e+02 +3.112985016e+02 +3.112985016e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
6 +4.666719691e+01 +4.666719691e+01 +7.213719691e+01 +7.213719691e+01 -3.6670e+00 -2.7578e+00 +3.4628e+00
40 +2.531191110e+01 +2.531191110e+01 +5.078191110e+01 +5.078191110e+01 -3.3165e+00 -3.0456e+00 +1.5240e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.946523054e+01 +8.946523054e+01 -1.134476946e+01 -1.134476946e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +4.532470313e+01 +4.532470313e+01 -5.548529687e+01 -5.548529687e+01 -1.5447e+00 +3.2123e+00 +1.0097e+00
39 +3.318422127e+01 +3.318422127e+01 -6.762577873e+01 -6.762577873e+01 -9.0829e-01 +1.6897e-01 +1.9600e-01
75 +1.333633200e+01 +1.333633200e+01 -8.747366800e+01 -8.747366800e+01 +1.8198e+00 +2.0942e-01 +1.8632e+00
