% instance = 1, name = bbob_f020_i02_d02__bbob_f021_i04_d02
% function evaluation | 2 objectives | 2 variables
1	4.978693330354018e+03	-1.414961599731128e+01	3.69838651e+00	1.17868371e+00	
2	4.333314489250330e+04	-2.855339798826729e+01	2.13308230e+00	-1.54466279e+00	
3	4.963200552822458e+03	-2.516161915617765e+01	3.21228504e+00	1.00967553e+00	
4	4.175591870432369e+03	-6.343926834502700e+00	-8.56550696e-01	7.09471002e-02	
% instance = 2, name = bbob_f020_i03_d02__bbob_f021_i05_d02
% function evaluation | 2 objectives | 2 variables
1	4.187073330354018e+03	5.275212085599592e+02	3.69838651e+00	1.17868371e+00	
3	4.171580552822457e+03	5.399068691449568e+02	3.21228504e+00	1.00967553e+00	
4	3.383971870432368e+03	5.176177673962210e+02	-8.56550696e-01	7.09471002e-02	
% instance = 3, name = bbob_f020_i07_d02__bbob_f021_i08_d02
% function evaluation | 2 objectives | 2 variables
1	4.049983330354018e+03	-4.513267251340816e+02	3.69838651e+00	1.17868371e+00	
2	4.240443489250330e+04	-4.663890159921704e+02	2.13308230e+00	-1.54466279e+00	
3	4.034490552822458e+03	-4.552727984075400e+02	3.21228504e+00	1.00967553e+00	
4	3.246881870432368e+03	-4.605572428134277e+02	-8.56550696e-01	7.09471002e-02	
% instance = 4, name = bbob_f020_i09_d02__bbob_f021_i10_d02
% function evaluation | 2 objectives | 2 variables
1	9.127511307288316e+03	3.035342930415956e+02	3.69838651e+00	1.17868371e+00	
2	3.878276427822970e+02	2.949569609027266e+02	2.13308230e+00	-1.54466279e+00	
% instance = 5, name = bbob_f020_i11_d02__bbob_f021_i12_d02
% function evaluation | 2 objectives | 2 variables
1	4.344581064326222e+04	-1.494866084980553e+02	3.69838651e+00	1.17868371e+00	
2	-1.549319583306693e+01	-1.797019077225412e+02	2.13308230e+00	-1.54466279e+00	
4	4.137512347589634e+03	-1.937744081345239e+02	-8.56550696e-01	7.09471002e-02	
% instance = 6, name = bbob_f020_i13_d02__bbob_f021_i14_d02
% function evaluation | 2 objectives | 2 variables
1	8.410341307288316e+03	-4.966114190366000e+02	3.69838651e+00	1.17868371e+00	
2	-3.293423572177030e+02	-4.952227096614561e+02	2.13308230e+00	-1.54466279e+00	
3	7.505153830600023e+03	-4.957106784075386e+02	3.21228504e+00	1.00967553e+00	
% instance = 7, name = bbob_f020_i15_d02__bbob_f021_i16_d02
% function evaluation | 2 objectives | 2 variables
1	3.802233330354018e+03	6.097230642087758e+01	3.69838651e+00	1.17868371e+00	
2	4.215668489250330e+04	3.788403692852913e+01	2.13308230e+00	-1.54466279e+00	
3	3.786740552822458e+03	5.178372801331392e+01	3.21228504e+00	1.00967553e+00	
4	2.999131870432368e+03	4.066497524604825e+01	-8.56550696e-01	7.09471002e-02	
% instance = 8, name = bbob_f020_i17_d02__bbob_f021_i18_d02
% function evaluation | 2 objectives | 2 variables
1	4.978693330354018e+03	-8.131731069771922e+02	3.69838651e+00	1.17868371e+00	
3	4.963200552822458e+03	-7.934520877124680e+02	3.21228504e+00	1.00967553e+00	
4	4.175591870432369e+03	-8.125077555292015e+02	-8.56550696e-01	7.09471002e-02	
% instance = 9, name = bbob_f020_i19_d02__bbob_f021_i21_d02
% function evaluation | 2 objectives | 2 variables
1	4.355441064326222e+04	-2.042330856680974e+02	3.69838651e+00	1.17868371e+00	
2	9.310680416693307e+01	-1.711617311873464e+02	2.13308230e+00	-1.54466279e+00	
3	3.588117634938641e+04	-2.124561029050408e+02	3.21228504e+00	1.00967553e+00	
4	4.246112347589635e+03	-2.023936084930258e+02	-8.56550696e-01	7.09471002e-02	
% instance = 10, name = bbob_f020_i21_d02__bbob_f021_i22_d02
% function evaluation | 2 objectives | 2 variables
1	3.924763330354018e+03	2.920474491542025e+02	3.69838651e+00	1.17868371e+00	
2	4.227921489250330e+04	2.887254416440944e+02	2.13308230e+00	-1.54466279e+00	
3	3.909270552822458e+03	3.270361167947618e+02	3.21228504e+00	1.00967553e+00	
4	3.121661870432368e+03	2.735571743712930e+02	-8.56550696e-01	7.09471002e-02	
