% instance = 1, name = bbob_f006_i02_d02__bbob_f021_i04_d02
% function evaluation | 2 objectives | 2 variables
1	1.267326092534865e+02	-1.414961599731128e+01	3.69838651e+00	1.17868371e+00	
2	2.261152404874122e+04	-2.855339798826729e+01	2.13308230e+00	-1.54466279e+00	
3	1.015588351604240e+02	-2.516161915617765e+01	3.21228504e+00	1.00967553e+00	
% instance = 2, name = bbob_f006_i03_d02__bbob_f021_i05_d02
% function evaluation | 2 objectives | 2 variables
1	-9.572704232098085e+02	5.275212085599592e+02	3.69838651e+00	1.17868371e+00	
2	-9.792411794065423e+02	5.339593484882085e+02	2.13308230e+00	-1.54466279e+00	
4	1.213830655163597e+05	5.176177673962210e+02	-8.56550696e-01	7.09471002e-02	
% instance = 3, name = bbob_f006_i07_d02__bbob_f021_i08_d02
% function evaluation | 2 objectives | 2 variables
1	2.941339824821187e+05	-4.513267251340816e+02	3.69838651e+00	1.17868371e+00	
2	1.187759836295344e+05	-4.663890159921704e+02	2.13308230e+00	-1.54466279e+00	
4	1.586804072269464e+04	-4.605572428134277e+02	-8.56550696e-01	7.09471002e-02	
% instance = 4, name = bbob_f006_i09_d02__bbob_f021_i10_d02
% function evaluation | 2 objectives | 2 variables
1	1.112247004126455e+05	3.035342930415956e+02	3.69838651e+00	1.17868371e+00	
2	5.369806564372341e+05	2.949569609027266e+02	2.13308230e+00	-1.54466279e+00	
3	1.203237147118596e+05	3.003786604243666e+02	3.21228504e+00	1.00967553e+00	
% instance = 5, name = bbob_f006_i11_d02__bbob_f021_i12_d02
% function evaluation | 2 objectives | 2 variables
1	6.498598803910594e+04	-1.494866084980553e+02	3.69838651e+00	1.17868371e+00	
2	1.130521293712885e+05	-1.797019077225412e+02	2.13308230e+00	-1.54466279e+00	
3	5.193748751527417e+04	-1.746974031862409e+02	3.21228504e+00	1.00967553e+00	
4	6.109469700721784e+01	-1.937744081345239e+02	-8.56550696e-01	7.09471002e-02	
% instance = 6, name = bbob_f006_i13_d02__bbob_f021_i14_d02
% function evaluation | 2 objectives | 2 variables
1	1.612190560902763e+05	-4.966114190366000e+02	3.69838651e+00	1.17868371e+00	
% instance = 7, name = bbob_f006_i15_d02__bbob_f021_i16_d02
% function evaluation | 2 objectives | 2 variables
1	1.196814690334344e+05	6.097230642087758e+01	3.69838651e+00	1.17868371e+00	
2	3.274653311348068e+04	3.788403692852913e+01	2.13308230e+00	-1.54466279e+00	
% instance = 8, name = bbob_f006_i17_d02__bbob_f021_i18_d02
% function evaluation | 2 objectives | 2 variables
1	9.705798419534713e+05	-8.131731069771922e+02	3.69838651e+00	1.17868371e+00	
2	2.979769206951029e+05	-8.083071027266194e+02	2.13308230e+00	-1.54466279e+00	
4	1.649812297680831e+05	-8.125077555292015e+02	-8.56550696e-01	7.09471002e-02	
% instance = 9, name = bbob_f006_i19_d02__bbob_f021_i21_d02
% function evaluation | 2 objectives | 2 variables
1	1.791806831488213e+05	-2.042330856680974e+02	3.69838651e+00	1.17868371e+00	
2	9.506714055403096e+04	-1.711617311873464e+02	2.13308230e+00	-1.54466279e+00	
3	1.579793481058838e+05	-2.124561029050408e+02	3.21228504e+00	1.00967553e+00	
4	6.524693633470675e+04	-2.023936084930258e+02	-8.56550696e-01	7.09471002e-02	
% instance = 10, name = bbob_f006_i21_d02__bbob_f021_i22_d02
% function evaluation | 2 objectives | 2 variables
1	1.923875171137254e+05	2.920474491542025e+02	3.69838651e+00	1.17868371e+00	
2	1.862306184018280e+05	2.887254416440944e+02	2.13308230e+00	-1.54466279e+00	
3	1.718891057838830e+05	3.270361167947618e+02	3.21228504e+00	1.00967553e+00	
4	3.090370094438439e+04	2.735571743712930e+02	-8.56550696e-01	7.09471002e-02	
