% instance = 1, name = bbob_f017_i02_d02__bbob_f020_i04_d02
% function evaluation | 2 objectives | 2 variables
1	8.196103900038361e+01	4.342789064326222e+04	3.69838651e+00	1.17868371e+00	
2	4.260959473878797e+01	-3.341319583306694e+01	2.13308230e+00	-1.54466279e+00	
4	3.612164764154264e+01	4.119592347589634e+03	-8.56550696e-01	7.09471002e-02	
% instance = 2, name = bbob_f017_i03_d02__bbob_f020_i05_d02
% function evaluation | 2 objectives | 2 variables
1	3.063111651588882e+02	8.735201307288316e+03	3.69838651e+00	1.17868371e+00	
2	2.987588184205567e+02	-4.482357217702985e+00	2.13308230e+00	-1.54466279e+00	
% instance = 3, name = bbob_f017_i07_d02__bbob_f020_i08_d02
% function evaluation | 2 objectives | 2 variables
1	1.283624357253111e+02	8.730961307288315e+03	3.69838651e+00	1.17868371e+00	
2	1.407071862238145e+02	-8.722357217702985e+00	2.13308230e+00	-1.54466279e+00	
3	1.248816391539751e+02	7.825773830600023e+03	3.21228504e+00	1.00967553e+00	
% instance = 4, name = bbob_f017_i09_d02__bbob_f020_i10_d02
% function evaluation | 2 objectives | 2 variables
1	4.234186984589353e+01	5.627764577571074e+02	3.69838651e+00	1.17868371e+00	
2	1.337221490188227e+01	1.910335320404769e+04	2.13308230e+00	-1.54466279e+00	
3	1.365551841949818e+01	1.936885114593954e+02	3.21228504e+00	1.00967553e+00	
4	1.281392016698634e+01	6.935070468154741e+03	-8.56550696e-01	7.09471002e-02	
% instance = 5, name = bbob_f017_i11_d02__bbob_f020_i12_d02
% function evaluation | 2 objectives | 2 variables
1	2.373646103816320e+02	8.703981307288315e+03	3.69838651e+00	1.17868371e+00	
2	2.578715856774162e+02	-3.570235721770299e+01	2.13308230e+00	-1.54466279e+00	
4	2.297553952869486e+02	8.493231353757670e+03	-8.56550696e-01	7.09471002e-02	
% instance = 6, name = bbob_f017_i13_d02__bbob_f020_i14_d02
% function evaluation | 2 objectives | 2 variables
1	2.296909880023867e+02	4.023503330354018e+03	3.69838651e+00	1.17868371e+00	
2	2.274685359289647e+02	4.237795489250330e+04	2.13308230e+00	-1.54466279e+00	
3	2.470920813298576e+02	4.008010552822458e+03	3.21228504e+00	1.00967553e+00	
4	2.103733880488368e+02	3.220401870432368e+03	-8.56550696e-01	7.09471002e-02	
% instance = 7, name = bbob_f017_i15_d02__bbob_f020_i16_d02
% function evaluation | 2 objectives | 2 variables
1	2.170501915257788e+02	8.558841307288316e+03	3.69838651e+00	1.17868371e+00	
2	1.322924414980004e+02	-1.808423572177030e+02	2.13308230e+00	-1.54466279e+00	
4	-2.879955583441395e+02	8.348091353757671e+03	-8.56550696e-01	7.09471002e-02	
% instance = 8, name = bbob_f017_i17_d02__bbob_f020_i18_d02
% function evaluation | 2 objectives | 2 variables
1	1.012026940051488e+02	8.753001307288316e+03	3.69838651e+00	1.17868371e+00	
2	1.117195460711383e+02	1.331764278229701e+01	2.13308230e+00	-1.54466279e+00	
3	1.063874518299365e+02	7.847813830600023e+03	3.21228504e+00	1.00967553e+00	
% instance = 9, name = bbob_f017_i19_d02__bbob_f020_i21_d02
% function evaluation | 2 objectives | 2 variables
1	1.410004071394005e+02	3.924763330354018e+03	3.69838651e+00	1.17868371e+00	
2	1.257572847116001e+02	4.227921489250330e+04	2.13308230e+00	-1.54466279e+00	
3	1.295394753350431e+02	3.909270552822458e+03	3.21228504e+00	1.00967553e+00	
4	1.273874454918237e+02	3.121661870432368e+03	-8.56550696e-01	7.09471002e-02	
% instance = 10, name = bbob_f017_i21_d02__bbob_f020_i22_d02
% function evaluation | 2 objectives | 2 variables
1	4.579093599584111e+01	6.315764577571075e+02	3.69838651e+00	1.17868371e+00	
3	4.483633345140715e+01	2.624885114593954e+02	3.21228504e+00	1.00967553e+00	
