% instance = 1, name = bbob_f001_i02_d40__bbob_f020_i04_d40
% function evaluation | 2 objectives 
1	1.148456245246453e+03	5.246267315920214e+05	
2	9.351565169433118e+02	3.612316508713691e+05	
3	9.251809571759807e+02	2.150925146976415e+05	
4	7.788045758795620e+02	2.495550088487027e+05	
9	8.803058437842785e+02	2.415020458222881e+05	
28	8.468947509360250e+02	2.151821763573071e+05	
44	9.097295405604826e+02	1.710700289795873e+05	
65	8.716558529750715e+02	1.863979037792824e+05	
% instance = 2, name = bbob_f001_i03_d40__bbob_f020_i05_d40
% function evaluation | 2 objectives 
1	2.498741495559939e+02	2.989460057053931e+05	
4	3.658808680407049e+02	2.688148508280971e+05	
8	2.484218964998616e+02	4.445605099950193e+05	
9	2.900252677819334e+02	2.558371235692056e+05	
11	2.465294368769167e+02	4.235536348296941e+05	
14	1.023706561719374e+02	4.456809409658121e+05	
18	1.760937622536593e+02	3.232845095658146e+05	
19	2.420874676988244e+02	3.100857192723877e+05	
20	3.169344475532254e+02	1.198131912675077e+05	
22	1.421092328514916e+02	2.126765197634225e+05	
25	9.403373268767467e+01	4.949007594669790e+05	
45	2.708834412476228e+02	2.057714141064790e+05	
63	2.854070745871763e+02	1.843249501058987e+05	
% instance = 3, name = bbob_f001_i07_d40__bbob_f020_i08_d40
% function evaluation | 2 objectives 
1	-4.643459464368578e+02	2.324046091143033e+05	
9	-5.408898438474123e+02	3.331465373191866e+05	
11	-5.862536466662723e+02	4.351611040392600e+05	
13	-5.386813376180428e+02	3.285521499202777e+05	
14	-4.880927003121146e+02	1.957501441400199e+05	
20	-5.635638805944775e+02	3.802835423182725e+05	
22	-7.015546994984775e+02	5.122718276959545e+05	
25	-5.525397286375830e+02	2.764977017753128e+05	
27	-5.194523727012011e+02	1.568330083873694e+05	
31	-5.728028251973278e+02	3.434758443351145e+05	
52	-5.718748909517119e+02	3.291980323106773e+05	
63	-5.600664816575668e+02	2.830937834698468e+05	
69	-5.504652271261012e+02	2.461475501444168e+05	
73	-6.104371372221744e+02	2.736171490765111e+05	
% instance = 4, name = bbob_f001_i09_d40__bbob_f020_i10_d40
% function evaluation | 2 objectives 
1	3.628738282921929e+02	2.359382283477317e+05	
3	3.326390148816330e+02	3.342570404409310e+05	
7	5.216490830392861e+02	1.750041898649711e+05	
9	3.745202734078985e+02	2.274523178424637e+05	
16	2.689337701697244e+02	3.844544278151928e+05	
20	3.775202464505259e+02	9.120585204014376e+04	
22	3.580245304547834e+02	1.928855693930849e+05	
48	2.762831446457741e+02	2.546992039181023e+05	
69	3.294809970816439e+02	2.422395308524271e+05	
74	1.907437282226422e+02	4.000981262863991e+05	
