% instance = 1, name = bbob_f013_i02_d03__bbob_f014_i04_d03
% function evaluation | 2 objectives | 3 variables
1	9.152193907936189e+02	4.591881580049912e+01	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	8.585635105104418e+02	5.127144043217957e+01	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
4	9.991824621780322e+02	4.427449737807704e+01	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
% instance = 2, name = bbob_f013_i03_d03__bbob_f014_i05_d03
% function evaluation | 2 objectives | 3 variables
1	1.555152494121703e+03	-5.299222278669786e+01	3.69838651e+00	1.17868371e+00	2.13308230e+00	
3	9.126918002070850e+02	-4.747509560191042e+01	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
6	-9.132469822636210e+00	-1.437963290790534e+01	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
% instance = 3, name = bbob_f013_i07_d03__bbob_f014_i08_d03
% function evaluation | 2 objectives | 3 variables
1	3.620279069631315e+02	5.195929522747811e+01	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	1.067563945704725e+03	4.292186610412908e+01	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	5.724419340006981e+02	1.717027754468029e+01	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	5.868303066111454e+02	9.369808124850897e+00	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
6	4.152413981249999e+02	2.792859738723888e+01	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
% instance = 4, name = bbob_f013_i09_d03__bbob_f014_i10_d03
% function evaluation | 2 objectives | 3 variables
1	1.614430775682780e+03	9.049598351848516e+02	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	6.256408993268352e+02	9.476423304877462e+02	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	1.474368122877924e+03	8.497967115263148e+02	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	1.141667960120511e+03	8.357243396869684e+02	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
5	4.022463822294396e+02	8.663795783479281e+02	-4.35973793e+00	2.22170005e+00	3.85125057e-01	
6	1.704537391883038e+03	8.155936282307105e+02	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
% instance = 5, name = bbob_f013_i11_d03__bbob_f014_i12_d03
% function evaluation | 2 objectives | 3 variables
1	1.364458973556221e+03	-2.708866304797958e+01	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	9.378541995779340e+02	-1.173010147369486e+01	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	1.126764420271132e+03	-3.334946968974387e+01	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	9.733257109110258e+02	-3.851886320326130e+01	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
5	9.628818022758885e+02	-2.046487942869807e+01	-4.35973793e+00	2.22170005e+00	3.85125057e-01	
% instance = 6, name = bbob_f013_i13_d03__bbob_f014_i14_d03
% function evaluation | 2 objectives | 3 variables
1	4.272821946615431e+02	7.570075975136584e+01	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	9.378019592105505e+02	-1.476056199090854e+02	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	5.917295104666956e+02	-1.608145869807218e+02	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	6.524453025403978e+02	-1.645278104993711e+02	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
6	1.144960269151746e+03	-1.694642046719800e+02	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
% instance = 7, name = bbob_f013_i15_d03__bbob_f014_i16_d03
% function evaluation | 2 objectives | 3 variables
1	2.646417412254502e+03	4.088283048089571e+02	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	2.160533231066954e+03	1.441993743811014e+02	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	1.917602949429356e+03	8.842039331785335e+01	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	1.547360995520625e+03	2.862022100118189e+01	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
5	1.503317132970915e+03	6.075137140913185e+00	-4.35973793e+00	2.22170005e+00	3.85125057e-01	
6	1.660542523351210e+03	-4.770242174817518e+00	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
% instance = 8, name = bbob_f013_i17_d03__bbob_f014_i18_d03
% function evaluation | 2 objectives | 3 variables
1	8.312944914704490e+02	4.748424553544030e+02	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	2.386266967847352e+02	4.145139487793289e+02	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	-1.816090532609084e+02	4.195612730395030e+02	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	-2.860282187196638e+02	4.075875308104408e+02	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
% instance = 9, name = bbob_f013_i19_d03__bbob_f014_i21_d03
