% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.211122605e+01 +7.211122605e+01 +5.517122605e+01 +5.517122605e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
7 +3.724447924e+01 +3.724447924e+01 +2.030447924e+01 +2.030447924e+01 +2.0033e+00 -2.6516e+00 -4.7740e+00 -2.9879e+00 +2.3158e+00 +2.9826e+00 +2.1466e+00 -3.9937e+00 -2.5674e+00 -4.0520e+00 -3.2085e+00 +3.8712e+00 -3.8887e+00 +1.7920e+00 -3.7272e+00 +3.4466e+00 -4.7782e+00 +4.3807e+00 -1.3294e+00 +8.3550e-02
29 +2.394152277e+01 +2.394152277e+01 +7.001522772e+00 +7.001522772e+00 +3.2899e+00 -2.6286e+00 -4.4565e+00 +3.6477e+00 +2.1534e+00 -3.0050e+00 +1.0411e+00 -4.3664e+00 -4.5922e+00 -2.5351e+00 -2.8882e+00 +3.9202e+00 +2.3275e-01 -5.5415e-01 +2.8055e-01 +2.5046e+00 +4.6176e+00 +2.7306e+00 -3.4691e+00 +6.1016e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.320712692e+01 +3.320712692e+01 +5.201712692e+01 +5.201712692e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
5 +2.057387862e+01 +2.057387862e+01 +3.938387862e+01 +3.938387862e+01 -4.3207e+00 +2.6995e-01 +3.7421e+00 -2.9507e+00 +8.7332e-01 +3.7811e+00 +1.8706e-02 +2.9112e+00 +3.4771e+00 -2.2954e+00 -2.1277e+00 -3.8001e+00 -1.6285e+00 +4.2534e+00 -3.7688e-01 +1.0537e+00 -4.2138e+00 -3.8532e-01 +1.1566e+00 +5.8503e-01
33 +1.449966040e+01 +1.449966040e+01 +3.330966040e+01 +3.330966040e+01 +4.5746e+00 -2.0261e+00 -1.5587e+00 +1.7746e+00 +7.6932e-01 -3.5282e+00 +2.6288e+00 +3.6699e+00 -2.3914e-01 +3.4390e+00 -3.5116e+00 -3.5025e+00 +3.2925e+00 -2.3709e+00 +1.8350e+00 -3.3833e+00 -1.1747e+00 +1.8524e+00 +2.6345e+00 +1.1008e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.608791758e+02 +1.608791758e+02 +4.340291758e+02 +4.340291758e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +9.408572468e+01 +9.408572468e+01 +3.672357247e+02 +3.672357247e+02 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
14 +3.326800326e+01 +3.326800326e+01 +3.064180033e+02 +3.064180033e+02 -4.1780e+00 +4.3552e+00 +1.0236e+00 -1.3673e+00 -4.2889e+00 -1.1912e+00 +3.1719e+00 -1.8347e-01 +4.7603e+00 -2.3866e+00 +1.1226e+00 -4.5378e+00 -2.4567e+00 +1.6748e+00 -1.4501e+00 -3.6386e+00 +4.8112e+00 +3.3996e+00 +4.0291e+00 -2.3993e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
