% function evaluation | noise-free fitness - Fopt (-2.900800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.823594676e+05 +1.823594676e+05 +1.820693876e+05 +1.820693876e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
35 +1.025417854e+05 +1.025417854e+05 +1.022517054e+05 +1.022517054e+05 -4.3956e-01 -8.9856e-01 +1.6814e+00 +2.4454e+00 -1.9350e+00 +2.3157e-01 -7.4737e-01 +3.3452e+00 +3.7987e+00 -1.5435e+00 +8.2842e-01 +1.2718e+00 +1.9835e+00 +3.7212e-01 -6.2796e-01 +2.2829e+00 +1.2100e+00 -1.5398e+00 -4.6313e+00 -3.1322e+00
47 +9.687601137e+04 +9.687601137e+04 +9.658593137e+04 +9.658593137e+04 -1.0575e+00 -2.4050e+00 -1.6355e+00 -4.1741e+00 -2.7969e+00 +8.1521e-01 +1.5144e+00 -3.6285e+00 +4.0245e-01 +2.0038e+00 -7.2479e-01 -8.2692e-01 -1.1018e+00 -4.9368e+00 +5.1692e-02 -1.3804e+00 +3.3787e+00 -2.8906e+00 -2.2001e+00 -3.2303e+00
% function evaluation | noise-free fitness - Fopt (2.510000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.468095093e+05 +1.468095093e+05 +1.468346093e+05 +1.468346093e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
35 +8.363403627e+04 +8.363403627e+04 +8.365913627e+04 +8.365913627e+04 -4.3956e-01 -8.9856e-01 +1.6814e+00 +2.4454e+00 -1.9350e+00 +2.3157e-01 -7.4737e-01 +3.3452e+00 +3.7987e+00 -1.5435e+00 +8.2842e-01 +1.2718e+00 +1.9835e+00 +3.7212e-01 -6.2796e-01 +2.2829e+00 +1.2100e+00 -1.5398e+00 -4.6313e+00 -3.1322e+00
% function evaluation | noise-free fitness - Fopt (-8.756000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.923055901e+05 +1.923055901e+05 +1.922180301e+05 +1.922180301e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
17 +1.473653587e+05 +1.473653587e+05 +1.472777987e+05 +1.472777987e+05 -4.6348e-01 -1.2142e+00 -1.8215e+00 +2.4228e+00 +1.5386e+00 +2.7974e+00 -1.3636e+00 +3.9759e+00 +3.3439e+00 +1.6748e+00 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01 -3.4226e-01 -3.8379e+00 -7.8617e-01 -4.4380e+00 -2.7828e+00
% function evaluation | noise-free fitness - Fopt (6.007000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
