% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.423481441e+02 +3.423481441e+02 +4.661781441e+02 +4.661781441e+02 +3.6984e+00 +1.1787e+00
4 +2.007755389e+02 +2.007755389e+02 +3.246055389e+02 +3.246055389e+02 -8.5655e-01 +7.0947e-02
5 +2.104671051e+01 +2.104671051e+01 +1.448767105e+02 +1.448767105e+02 +3.0123e+00 +1.5050e-02
12 +8.055005456e+00 +8.055005456e+00 +1.318850055e+02 +1.318850055e+02 +2.0526e+00 -3.0628e-01
84 +2.391743692e+00 +2.391743692e+00 +1.262217437e+02 +1.262217437e+02 -7.8069e-02 +7.7819e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.194209849e+04 +2.194209849e+04 +2.198960849e+04 +2.198960849e+04 +3.6984e+00 +1.1787e+00
2 +2.998567492e+02 +2.998567492e+02 +3.473667492e+02 +3.473667492e+02 +2.1331e+00 -1.5447e+00
4 +2.574778094e+00 +2.574778094e+00 +5.008477809e+01 +5.008477809e+01 -8.5655e-01 +7.0947e-02
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.630394759e+03 +5.630394759e+03 +5.685734759e+03 +5.685734759e+03 +3.6984e+00 +1.1787e+00
2 +7.896032304e+02 +7.896032304e+02 +8.449432304e+02 +8.449432304e+02 +2.1331e+00 -1.5447e+00
4 +3.222670297e+01 +3.222670297e+01 +8.756670297e+01 +8.756670297e+01 -8.5655e-01 +7.0947e-02
22 +2.313876234e+01 +2.313876234e+01 +7.847876234e+01 +7.847876234e+01 -3.6820e+00 +4.5300e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.525460623e+03 +5.525460623e+03 +5.435130623e+03 +5.435130623e+03 +3.6984e+00 +1.1787e+00
2 +5.884601763e+02 +5.884601763e+02 +4.981301763e+02 +4.981301763e+02 +2.1331e+00 -1.5447e+00
4 +1.293930375e+02 +1.293930375e+02 +3.906303748e+01 +3.906303748e+01 -8.5655e-01 +7.0947e-02
6 +9.497644250e-01 +9.497644250e-01 -8.938023558e+01 -8.938023558e+01 -5.0150e-01 +6.4328e-01
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.259903864e+04 +1.259903864e+04 +1.266464864e+04 +1.266464864e+04 +3.6984e+00 +1.1787e+00
2 +5.070839737e+01 +5.070839737e+01 +1.163183974e+02 +1.163183974e+02 +2.1331e+00 -1.5447e+00
27 +7.435444782e-01 +7.435444782e-01 +6.635354448e+01 +6.635354448e+01 -7.2479e-01 -2.2236e+00
