% function evaluation | noise-free fitness - Fopt (-1.523000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.954260576e+08 +2.954260576e+08 +2.954260424e+08 +2.954260424e+08 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
11 +2.155991644e+08 +2.155991644e+08 +2.155991491e+08 +2.155991491e+08 +7.8742e-01 +4.0739e+00 -2.9461e+00 +4.7141e+00 -7.8722e-01 -7.4041e-01 -4.1757e+00 -2.5769e+00 +4.3185e+00 +1.2889e+00 -3.4531e+00 +5.3057e-01 -2.0735e+00 +8.2900e-01 +4.3867e+00 -4.5923e+00 -4.6364e+00 +7.9193e-01 -4.9848e+00 -2.1582e+00
41 +9.176700419e+07 +9.176700419e+07 +9.176698896e+07 +9.176698896e+07 +3.8454e+00 +2.5948e+00 -2.1763e+00 +4.7606e+00 -1.2629e+00 -4.6498e-01 -1.2977e+00 -8.6372e-01 -3.2499e+00 -4.4530e+00 -2.2170e+00 -4.4733e+00 -1.7253e+00 +1.3704e+00 +2.1134e+00 +1.3643e-01 -2.8062e+00 -4.3562e-01 +1.8563e+00 -4.0291e+00
% function evaluation | noise-free fitness - Fopt (-1.614300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.250363039e+09 +2.250363039e+09 +2.250362877e+09 +2.250362877e+09 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
4 +6.869267903e+08 +6.869267903e+08 +6.869266289e+08 +6.869266289e+08 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
13 +6.125753558e+08 +6.125753558e+08 +6.125751944e+08 +6.125751944e+08 +2.4991e+00 -1.9384e+00 -4.7756e+00 +3.6361e+00 -3.7279e+00 +2.1136e+00 +4.9934e-01 +2.7093e+00 -3.4274e+00 -4.3980e+00 -4.9593e+00 -2.3553e+00 -4.7812e-01 +2.9855e+00 +2.7789e+00 -4.6047e+00 -3.7758e+00 +3.8020e+00 -1.4761e+00 -7.6161e-01
16 +3.313925115e+08 +3.313925115e+08 +3.313923501e+08 +3.313923501e+08 +2.3183e+00 -4.7614e+00 -2.6018e+00 +2.6097e+00 +2.1237e+00 -1.3652e+00 +3.6204e-01 -1.6886e+00 -2.9395e+00 +2.1651e+00 -4.3870e+00 -4.9192e+00 +3.8791e+00 +2.7267e-01 +2.8341e+00 -7.4496e-02 +4.3375e+00 -4.2943e+00 +2.5227e+00 -1.1147e+00
53 +2.162165747e+08 +2.162165747e+08 +2.162164133e+08 +2.162164133e+08 +4.2101e+00 +2.5669e+00 +4.5798e+00 -3.4200e+00 +2.4851e+00 +2.2758e-03 -1.3961e+00 +2.3018e-01 +2.1032e+00 -3.5584e+00 +2.7172e+00 -1.7269e+00 -5.4868e-01 -1.8593e+00 -1.0155e+00 +2.2644e+00 +2.6706e+00 +3.6922e+00 -7.3420e-01 -6.4789e-01
% function evaluation | noise-free fitness - Fopt (3.280300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.074397842e+08 +8.074397842e+08 +8.074401122e+08 +8.074401122e+08 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +3.005929444e+08 +3.005929444e+08 +3.005932725e+08 +3.005932725e+08 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
19 +2.375865845e+08 +2.375865845e+08 +2.375869125e+08 +2.375869125e+08 +1.0447e+00 +9.9770e-01 +2.7568e+00 +7.5323e-02 +1.1842e+00 -1.8764e+00 -3.4019e-03 +3.4584e+00 -2.2559e+00 -2.5383e+00 -4.9492e+00 +3.3619e+00 -3.3091e-01 -5.9185e-01 +1.3378e+00 -4.0070e+00 +2.1210e+00 +1.0354e+00 -4.9821e+00 +2.1663e+00
70 +1.426229314e+08 +1.426229314e+08 +1.426232595e+08 +1.426232595e+08 +2.6281e+00 +4.8352e+00 +1.2686e+00 -2.2006e-01 -9.6422e-01 -9.5448e-01 +4.1806e+00 -4.3927e+00 +7.1152e-01 -1.8490e+00 +2.5053e+00 +2.2349e+00 -9.3060e-01 +8.0661e-02 -2.1611e+00 +1.5822e+00 -4.4741e-01 -4.7540e+00 -4.0676e+00 +2.5360e-01
% function evaluation | noise-free fitness - Fopt (-3.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.874917067e+09 +2.874917067e+09 +2.874917035e+09 +2.874917035e+09 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +4.840025432e+08 +4.840025432e+08 +4.840025111e+08 +4.840025111e+08 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
3 +3.946271695e+08 +3.946271695e+08 +3.946271374e+08 +3.946271374e+08 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
49 +2.416850946e+08 +2.416850946e+08 +2.416850624e+08 +2.416850624e+08 -1.2101e+00 -2.8012e+00 +3.2141e+00 -1.6331e-01 +2.2009e+00 +1.0725e+00 -1.3568e+00 -4.5833e+00 -1.7194e+00 -1.0332e+00 +3.5355e+00 +1.5529e+00 -8.6011e-03 -3.1885e-01 -3.4771e+00 +4.7470e+00 +3.5571e+00 +4.7761e+00 +3.9013e+00 -3.0438e+00
% function evaluation | noise-free fitness - Fopt (1.576000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.933672420e+08 +4.933672420e+08 +4.933672577e+08 +4.933672577e+08 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
5 +3.951195082e+08 +3.951195082e+08 +3.951195239e+08 +3.951195239e+08 -4.3207e+00 +2.6995e-01 +3.7421e+00 -2.9507e+00 +8.7332e-01 +3.7811e+00 +1.8706e-02 +2.9112e+00 +3.4771e+00 -2.2954e+00 -2.1277e+00 -3.8001e+00 -1.6285e+00 +4.2534e+00 -3.7688e-01 +1.0537e+00 -4.2138e+00 -3.8532e-01 +1.1566e+00 +5.8503e-01
87 +1.800995915e+08 +1.800995915e+08 +1.800996073e+08 +1.800996073e+08 +1.9674e+00 -3.2594e+00 +6.7696e-01 +2.8199e+00 +4.0319e+00 -3.5220e+00 -9.5769e-01 -1.1584e-01 +4.7508e+00 -2.7944e-02 -3.0137e+00 -2.0265e-01 -4.0035e+00 -5.4516e-01 +7.1138e-01 +3.8016e+00 -3.8143e+00 +3.8845e+00 -1.2828e+00 -1.5066e+00
