% function evaluation | noise-free fitness - Fopt (-1.523000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.270100586e+04 +3.270100586e+04 +3.268577586e+04 +3.268577586e+04 +3.6984e+00 +1.1787e+00
52 +1.056467095e+04 +1.056467095e+04 +1.054944095e+04 +1.054944095e+04 +1.6380e+00 +3.8079e+00
% function evaluation | noise-free fitness - Fopt (-1.614300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.028799292e+05 +4.028799292e+05 +4.027184992e+05 +4.027184992e+05 +3.6984e+00 +1.1787e+00
2 +9.368361240e+03 +9.368361240e+03 +9.206931240e+03 +9.206931240e+03 +2.1331e+00 -1.5447e+00
8 +4.701768014e+03 +4.701768014e+03 +4.540338014e+03 +4.540338014e+03 +3.8513e-01 -3.6670e+00
% function evaluation | noise-free fitness - Fopt (3.280300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.002188362e+06 +3.002188362e+06 +3.002516392e+06 +3.002516392e+06 +3.6984e+00 +1.1787e+00
3 +2.151887833e+06 +2.151887833e+06 +2.152215863e+06 +2.152215863e+06 +3.2123e+00 +1.0097e+00
4 +1.127351557e+06 +1.127351557e+06 +1.127679587e+06 +1.127679587e+06 -8.5655e-01 +7.0947e-02
11 +3.481642497e+05 +3.481642497e+05 +3.484922797e+05 +3.484922797e+05 +3.8016e+00 +3.0902e+00
33 +1.824593508e+05 +1.824593508e+05 +1.827873808e+05 +1.827873808e+05 +4.2652e+00 +3.9650e+00
50 +2.487054926e+04 +2.487054926e+04 +2.519857926e+04 +2.519857926e+04 +1.1566e+00 +5.8503e-01
86 +4.694139408e+02 +4.694139408e+02 +7.974439408e+02 +7.974439408e+02 -2.2266e+00 -3.2690e+00
% function evaluation | noise-free fitness - Fopt (-3.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.213424598e+05 +2.213424598e+05 +2.213103298e+05 +2.213103298e+05 +3.6984e+00 +1.1787e+00
56 +1.504520192e+05 +1.504520192e+05 +1.504198892e+05 +1.504198892e+05 +2.4054e+00 +1.4662e+00
60 +6.310356566e+04 +6.310356566e+04 +6.307143566e+04 +6.307143566e+04 -3.0456e+00 +1.5240e+00
67 +3.064669127e+02 +3.064669127e+02 +2.743369127e+02 +2.743369127e+02 -3.8887e+00 +1.7920e+00
% function evaluation | noise-free fitness - Fopt (1.576000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.050462396e+07 +1.050462396e+07 +1.050463972e+07 +1.050463972e+07 +3.6984e+00 +1.1787e+00
2 +2.719726236e+05 +2.719726236e+05 +2.719883836e+05 +2.719883836e+05 +2.1331e+00 -1.5447e+00
15 +3.834362214e+04 +3.834362214e+04 +3.835938214e+04 +3.835938214e+04 +9.9079e-01 -1.7322e+00
