% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.071142177e+07 +1.071142177e+07 +1.071080066e+07 +1.071080066e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +1.688369135e+06 +1.688369135e+06 +1.687748025e+06 +1.687748025e+06 -1.5447e+00 +3.2123e+00 +1.0097e+00
8 +1.262369444e+06 +1.262369444e+06 +1.261748334e+06 +1.261748334e+06 +3.0902e+00 +2.0526e+00 -3.0628e-01
29 +8.159207929e+05 +8.159207929e+05 +8.152996829e+05 +8.152996829e+05 +8.7332e-01 +3.7811e+00 +1.8706e-02
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.968830819e+07 +1.968830819e+07 +1.968805337e+07 +1.968805337e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00
8 +2.838469593e+04 +2.838469593e+04 +2.812987593e+04 +2.812987593e+04 +3.0902e+00 +2.0526e+00 -3.0628e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.508299880e+09 +3.508299880e+09 +3.508299937e+09 +3.508299937e+09 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +2.456261312e+09 +2.456261312e+09 +2.456261369e+09 +2.456261369e+09 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +3.093628615e+08 +3.093628615e+08 +3.093629182e+08 +3.093629182e+08 +1.5050e-02 -5.0150e-01 +6.4328e-01
10 +1.053925630e+08 +1.053925630e+08 +1.053926196e+08 +1.053926196e+08 -4.1175e+00 +9.9079e-01 -1.7322e+00
12 +4.718041770e+06 +4.718041770e+06 +4.718098380e+06 +4.718098380e+06 -3.8838e+00 -4.7703e+00 -4.0203e+00
63 +1.085077708e+06 +1.085077708e+06 +1.085134318e+06 +1.085134318e+06 -1.4458e+00 -3.9359e+00 -4.0909e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.885530057e+06 +4.885530057e+06 +4.885511957e+06 +4.885511957e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +1.330090032e+05 +1.330090032e+05 +1.329909032e+05 +1.329909032e+05 -8.5655e-01 +7.0947e-02 +3.0123e+00
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.282179961e+07 +3.282179961e+07 +3.282183738e+07 +3.282183738e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +1.901307130e+06 +1.901307130e+06 +1.901344900e+06 +1.901344900e+06 -1.5447e+00 +3.2123e+00 +1.0097e+00
25 +6.515287166e+05 +6.515287166e+05 +6.515664866e+05 +6.515664866e+05 -3.2559e+00 -1.1383e+00 +2.4925e+00
29 +1.899622561e+05 +1.899622561e+05 +1.900000261e+05 +1.900000261e+05 +8.7332e-01 +3.7811e+00 +1.8706e-02
