% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.548946980e+01 +2.548946980e+01 +1.049694698e+02 +1.049694698e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +1.669817783e+01 +1.669817783e+01 +9.617817783e+01 +9.617817783e+01 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +2.355407976e+00 +2.355407976e+00 +8.183540798e+01 +8.183540798e+01 +1.5050e-02 -5.0150e-01 +6.4328e-01
17 +5.977953259e-01 +5.977953259e-01 +8.007779533e+01 +8.007779533e+01 +8.7957e-01 -1.5340e+00 -4.7361e-01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.094985576e+02 +1.094985576e+02 +5.039785576e+02 +5.039785576e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +6.593891445e+01 +6.593891445e+01 +4.604189145e+02 +4.604189145e+02 -1.5447e+00 +3.2123e+00 +1.0097e+00
4 +4.078603554e+01 +4.078603554e+01 +4.352660355e+02 +4.352660355e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
10 +1.939748140e+01 +1.939748140e+01 +4.138774814e+02 +4.138774814e+02 -4.1175e+00 +9.9079e-01 -1.7322e+00
12 +3.581553203e+00 +3.581553203e+00 +3.980615532e+02 +3.980615532e+02 -3.8838e+00 -4.7703e+00 -4.0203e+00
