% instance = 1, name = bbob_f017_i02_d20__bbob_f021_i04_d20
% function evaluation | 2 objectives 
1	9.639581438007481e+03	7.925862647967551e+02	
5	8.789012816075594e+03	8.621957209806421e+02	
7	5.871386689354476e+03	5.779077199998992e+02	
13	5.222438641912799e+03	5.627395714978411e+02	
20	3.512085340867882e+03	3.946140257946623e+02	
% instance = 2, name = bbob_f017_i03_d20__bbob_f021_i05_d20
% function evaluation | 2 objectives 
1	2.010657799718443e+04	2.438727369117242e+03	
2	7.477039560111527e+03	1.259035082706097e+03	
18	6.854260681714540e+03	1.230337205172631e+03	
22	9.679369404413985e+03	1.092711713443211e+03	
33	2.815198440611142e+03	8.050999385693767e+02	
% instance = 3, name = bbob_f017_i07_d20__bbob_f021_i08_d20
% function evaluation | 2 objectives 
1	7.379909594694082e+03	3.256293791182737e+02	
8	9.187360355823897e+03	1.780432434234708e+02	
17	6.501723390742894e+03	2.249529035549531e+02	
33	6.871236123785491e+03	4.677339458238856e+01	
37	5.393816671872835e+03	1.314723875769284e+02	
% instance = 4, name = bbob_f017_i09_d20__bbob_f021_i10_d20
% function evaluation | 2 objectives 
1	3.277792250450877e+04	1.975196041746130e+03	
3	6.429698278510318e+03	9.974878051901317e+02	
7	1.044421987998414e+04	8.521508799499841e+02	
16	2.470871021523466e+03	6.048386479297233e+02	
% instance = 5, name = bbob_f017_i11_d20__bbob_f021_i12_d20
% function evaluation | 2 objectives 
1	2.286999516382351e+04	1.345957492062530e+03	
2	1.417494759275805e+04	5.231650657279060e+02	
3	1.312234598356351e+04	1.142102697888111e+03	
7	1.218190025836962e+04	8.577247675284694e+02	
9	9.188283235438288e+03	7.481217592483921e+02	
10	1.198550436448909e+04	7.274382520881495e+02	
11	1.189576415544937e+04	6.629018441794195e+02	
15	1.055662367638971e+04	6.977500719318873e+02	
29	7.178523197188757e+03	4.383222675129348e+02	
39	5.492458634190786e+03	3.926914374699112e+02	
40	4.827702810368080e+03	2.374246389736654e+02	
% instance = 6, name = bbob_f017_i13_d20__bbob_f021_i14_d20
% function evaluation | 2 objectives 
1	3.069255970222662e+04	1.998854834665928e+03	
2	2.159600065911357e+04	8.379472391940377e+02	
4	1.257614688096184e+04	7.443648832632335e+02	
5	1.313975906417538e+04	6.867204852462042e+02	
6	8.158929023007660e+03	3.483440851285276e+02	
8	9.106567976692066e+03	2.966767025649470e+02	
11	6.641172788045777e+03	9.360442060231242e+01	
29	5.635531206792602e+03	1.086622706374056e+02	
37	5.567432512431833e+03	8.391967859596207e+01	
38	3.664454462388845e+03	-7.597274336862478e+01	
% instance = 7, name = bbob_f017_i15_d20__bbob_f021_i16_d20
% function evaluation | 2 objectives 
1	3.107573432760674e+04	2.363711710710616e+03	
2	1.560611931642432e+04	1.635280300817757e+03	
3	3.717844791498717e+03	4.235835106140771e+02	
% instance = 8, name = bbob_f017_i17_d20__bbob_f021_i18_d20
% function evaluation | 2 objectives 
1	1.161180111137925e+04	3.593726891829602e+02	
4	1.451829252548272e+04	1.805950333206154e+02	
5	4.929182660108961e+03	-2.784368040340569e+02	
% instance = 9, name = bbob_f017_i19_d20__bbob_f021_i21_d20
% function evaluation | 2 objectives 
1	2.179365103745052e+04	1.510949491565312e+03	
2	9.184082768027303e+03	7.288571359830694e+02	
6	8.362735700525813e+03	3.559047000061562e+02	
8	6.509527480017596e+03	4.581457663049008e+02	
16	1.636625366535960e+04	3.038888439236206e+02	
21	2.874217208266077e+03	1.403375126087402e+02	
29	3.116402925530864e+03	1.386475621649039e+02	
% instance = 10, name = bbob_f017_i21_d20__bbob_f021_i22_d20
% function evaluation | 2 objectives 
1	1.269501787915280e+04	1.210011626647333e+03	
2	8.738900772924906e+03	9.750324733482762e+02	
16	7.897944652919530e+03	1.088139634567140e+03	
18	1.115599722144025e+04	9.593227677740510e+02	
22	6.162863485538089e+03	9.218901726942538e+02	
29	8.138524395762207e+03	8.625103923676161e+02	
31	5.991340053237844e+03	8.056105443052591e+02	
37	5.496906634509167e+03	7.927005844296655e+02	
