% instance = 1, name = bbob_f006_i02_d02__bbob_f013_i04_d02
% function evaluation | 2 objectives | 2 variables
1	5.851996490929857e+05	3.159249559011488e+03	5.78803166e-01	-1.43529079e+01	
2	2.257432819542321e+06	2.874189754594099e+03	-1.20335559e+01	1.75517788e+01	
% instance = 2, name = bbob_f006_i03_d02__bbob_f013_i05_d02
% function evaluation | 2 objectives | 2 variables
1	4.997026203024804e+05	1.645777173331008e+03	1.12413841e+00	8.73798022e+00	
2	6.025019277415718e+04	7.326251797999594e+02	-1.27132113e-02	-1.99647005e-02	
4	-2.259191700917778e+02	5.101912378187221e+03	1.05763706e+01	-1.04928048e+01	
% instance = 3, name = bbob_f006_i07_d02__bbob_f013_i08_d02
% function evaluation | 2 objectives | 2 variables
1	5.770021577094195e+05	5.097149697219391e+03	1.05774798e+01	-1.28349183e+01	
2	3.484418341358861e+06	2.006789757520161e+03	-1.64901316e+01	5.50418217e+00	
3	3.064750599458408e+06	3.899286605431067e+03	-1.05013781e+01	1.69738956e+01	
4	6.854929698569686e+05	2.553445165633598e+02	7.00403472e+00	4.17308658e+00	
% instance = 4, name = bbob_f006_i09_d02__bbob_f013_i10_d02
% function evaluation | 2 objectives | 2 variables
1	1.029852016687809e+05	4.479172207242314e+02	-4.75221980e+00	4.06425541e+00	
% instance = 5, name = bbob_f006_i11_d02__bbob_f013_i12_d02
% function evaluation | 2 objectives | 2 variables
1	1.330032840013127e+03	6.255705952899763e+03	-2.25605973e+01	-3.13490212e-01	
2	1.307807011827116e+06	1.503387304676859e+03	8.51587851e-01	-1.16948545e+01	
3	1.641317143755142e+04	3.090975578771820e+03	-1.33133635e+01	-4.78061305e+00	
4	3.272013785412188e+05	1.566277745673096e+03	8.38289993e+00	3.30437142e+00	
% instance = 6, name = bbob_f006_i13_d02__bbob_f013_i14_d02
% function evaluation | 2 objectives | 2 variables
1	2.710832645662874e+05	1.399521122090175e+03	-7.03793112e+00	4.74111198e-01	
2	1.073298854229381e+06	8.668499550783968e+02	-8.55138001e+00	-3.58118347e+00	
3	1.449375350370335e+06	1.558362033937701e+02	-4.68191107e+00	-5.30235735e+00	
% instance = 7, name = bbob_f006_i15_d02__bbob_f013_i16_d02
% function evaluation | 2 objectives | 2 variables
1	5.673323540625994e+05	2.243613875677726e+03	1.49729907e+00	1.02547504e+01	
3	5.825642175756730e+05	7.708003919474470e+02	-5.20508569e+00	3.30264796e+00	
% instance = 8, name = bbob_f006_i17_d02__bbob_f013_i18_d02
% function evaluation | 2 objectives | 2 variables
1	2.219115422747452e+05	6.029279762472606e+02	2.62514946e-01	-3.39047912e-01	
2	4.625578946360169e+02	5.049415914958623e+03	-1.82186273e-01	-1.62577451e+01	
% instance = 9, name = bbob_f006_i19_d02__bbob_f013_i21_d02
% function evaluation | 2 objectives | 2 variables
1	5.978779612521074e+05	3.084696448020577e+03	-1.72389410e+01	-6.59643920e+00	
2	2.645428807336341e+05	7.048915312453903e+02	-3.64202146e+00	6.39971602e-01	
4	1.677588963180835e+04	1.159846095772981e+03	4.57082321e-01	-6.53258680e+00	
% instance = 10, name = bbob_f006_i21_d02__bbob_f013_i22_d02
% function evaluation | 2 objectives | 2 variables
1	9.136978373907774e+02	2.286179250511276e+03	-5.06591305e+00	-4.52051567e+00	
2	1.850854502088604e+02	8.496010820480942e+03	-2.58424359e+01	-9.22224898e+00	
3	1.542029469144907e+02	7.966407235323654e+03	-2.07176542e+01	-1.19731922e+01	
