% instance = 1, name = bbob_f001_i02_d03__bbob_f014_i04_d03
% function evaluation | 2 objectives | 3 variables
1	4.683613900794276e+02	1.544048192903923e+03	-1.13315880e+01	-6.49563936e+00	-6.17544769e+00	
2	5.055958146529007e+02	9.743923547985204e+01	3.32960298e+00	4.74790551e+00	-4.52908872e+00	
6	4.213794032093232e+02	1.311932910287180e+03	-4.00478002e+00	-6.86063209e+00	-7.13786753e+00	
% instance = 2, name = bbob_f001_i03_d03__bbob_f014_i05_d03
% function evaluation | 2 objectives | 3 variables
1	4.536303723139595e+02	7.479338805079474e+02	-2.65034916e+01	-2.20682076e+00	1.27032387e+01	
2	4.195505680265859e+01	1.927154530454741e+02	-1.76354467e+01	-1.43547548e+00	9.05128109e+00	
6	-1.236224476046872e+02	8.614473798664377e+02	-1.03056369e+01	-4.86671156e-02	-9.69564243e+00	
% instance = 3, name = bbob_f001_i07_d03__bbob_f014_i08_d03
% function evaluation | 2 objectives | 3 variables
1	-8.854647780664615e+02	9.259301902335064e+02	-8.64614968e+00	-3.42372813e+00	-5.38937848e+00	
2	-8.126766366299797e+02	1.576268233728006e+01	-2.62826278e+00	-4.67966547e+00	1.23991142e+01	
5	-9.169918203623367e+02	2.599797110754338e+01	2.28386229e+00	5.54294179e+00	-7.13333351e+00	
% instance = 4, name = bbob_f001_i09_d03__bbob_f014_i10_d03
% function evaluation | 2 objectives | 3 variables
1	1.139533449710914e+03	1.073040658455399e+04	-2.30496998e+01	-1.93974280e+01	-9.76204104e+00	
2	2.689415929352024e+02	8.304195449456828e+02	6.61877440e+00	-1.11904592e+01	1.42843413e+01	
3	6.453705138315658e+01	8.980872415628978e+02	-7.40088361e+00	-5.68727282e+00	-1.46352917e+00	
5	-4.641437782540449e+01	8.411281451893514e+02	-4.64950739e+00	-4.47511245e-01	4.06468712e+00	
% instance = 5, name = bbob_f001_i11_d03__bbob_f014_i12_d03
% function evaluation | 2 objectives | 3 variables
1	2.489668473710140e+02	2.622135075911549e+02	7.20669443e+00	-4.96216428e+00	-2.12490600e+00	
3	5.542086299550525e+02	1.406223165232325e+02	4.55992021e+00	1.33959258e+01	-4.86805102e+00	
4	2.556283183051076e+02	-2.817122000037042e+01	-2.84872066e+00	-3.61590779e+00	1.88786137e+00	
% instance = 6, name = bbob_f001_i13_d03__bbob_f014_i14_d03
% function evaluation | 2 objectives | 3 variables
1	-3.495697127638866e+01	-1.232884020382927e+02	-9.19791088e+00	3.64559255e+00	7.76252750e-01	
% instance = 7, name = bbob_f001_i15_d03__bbob_f014_i16_d03
% function evaluation | 2 objectives | 3 variables
1	7.898997545849172e+02	5.460466948655710e+03	-4.41306293e+00	1.36721224e+01	1.42360327e+01	
2	4.634678720105142e+02	5.074007737430739e+03	-1.52385036e+01	-1.24580158e+01	-8.38937496e+00	
3	4.262667766351049e+02	4.230732889364214e+01	6.76894362e+00	-1.25154594e+01	-5.32841801e+00	
4	5.177864562597167e+02	6.188061382780187e+00	1.20054371e+01	-9.68229176e+00	-5.48195679e+00	
6	2.289161662634726e+02	-8.940102128499866e+00	-6.39984636e+00	4.17743824e-01	-3.02244166e+00	
% instance = 8, name = bbob_f001_i17_d03__bbob_f014_i18_d03
% function evaluation | 2 objectives | 3 variables
1	-9.727565152801219e+01	2.209396039122967e+03	-8.96684056e+00	-1.26834061e+01	1.33948796e+00	
2	8.506691037130861e+01	5.190855802210592e+02	-2.12252009e+00	1.56682594e+01	1.99661464e+00	
3	-2.735128640693810e+02	4.761361275583109e+02	-1.00961765e+00	-4.60233441e+00	-3.77800252e+00	
% instance = 9, name = bbob_f001_i19_d03__bbob_f014_i21_d03
% function evaluation | 2 objectives | 3 variables
1	7.291713684950331e+02	1.620874237323023e+04	-2.66556867e+01	-2.05233528e-01	-1.26157299e+01	
2	-1.170926932829710e+02	1.123699245968260e+02	-1.73100862e+00	-6.82648243e+00	-5.53745581e+00	
% instance = 10, name = bbob_f001_i21_d03__bbob_f014_i22_d03
% function evaluation | 2 objectives | 3 variables
1	1.074699426284916e+03	4.035197675592441e+03	-2.76728698e+01	-1.00904143e+01	7.88127046e+00	
2	9.378404179724845e+01	1.118709270292227e+03	2.10959404e+00	-1.10497607e+01	2.70077447e+00	
3	3.470664205657523e+02	1.036165891938710e+03	1.63890327e+01	-1.31739142e+01	4.22385857e+00	
6	4.265192160620015e+01	-3.880131537137255e+01	-5.93614584e+00	7.00446066e-01	-9.68090661e+00	
