% function evaluation | noise-free fitness - Fopt (-5.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.739752197e+05 +2.739752197e+05 +2.739173097e+05 +2.739173097e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
29 +2.273255910e+05 +2.273255910e+05 +2.272676810e+05 +2.272676810e+05 +3.2899e+00 -2.6286e+00 -4.4565e+00 +3.6477e+00 +2.1534e+00 -3.0050e+00 +1.0411e+00 -4.3664e+00 -4.5922e+00 -2.5351e+00 -2.8882e+00 +3.9202e+00 +2.3275e-01 -5.5415e-01 +2.8055e-01 +2.5046e+00 +4.6176e+00 +2.7306e+00 -3.4691e+00 +6.1016e-01
46 +1.044889587e+05 +1.044889587e+05 +1.044310487e+05 +1.044310487e+05 -2.7233e+00 +4.1322e+00 +1.2122e+00 -6.2887e-01 +3.8728e+00 -4.5817e+00 +7.4960e-01 -8.0148e-01 -1.0138e+00 -4.2586e+00 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
54 +9.499052704e+04 +9.499052704e+04 +9.493261704e+04 +9.493261704e+04 -2.4648e-01 +1.3076e+00 -1.6404e+00 +2.1970e+00 +3.7307e+00 -4.8035e+00 -4.8646e+00 -4.8415e+00 -2.6354e+00 -1.2942e+00 +1.7789e+00 +1.3327e-01 -1.2352e+00 -2.3627e-01 +6.4415e-02 -1.6344e+00 +3.0699e+00 +2.2282e+00 +1.6216e+00 +5.2077e-01
% function evaluation | noise-free fitness - Fopt (-3.349100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.085336753e+05 +3.085336753e+05 +3.081987653e+05 +3.081987653e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +2.381920775e+05 +2.381920775e+05 +2.378571675e+05 +2.378571675e+05 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
18 +7.919154722e+04 +7.919154722e+04 +7.885663722e+04 +7.885663722e+04 -3.9024e-01 -2.8740e+00 -2.2689e+00 +1.2948e+00 +1.4631e+00 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01 -1.6773e+00 -7.4516e-01 -1.7111e+00 +4.4473e-01 -1.6000e+00 -2.4239e-01 +4.0083e+00 -4.0709e+00 +4.0890e+00 +3.2711e+00
% function evaluation | noise-free fitness - Fopt (-4.670000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.310320666e+05 +7.310320666e+05 +7.309853666e+05 +7.309853666e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
9 +6.149259332e+05 +6.149259332e+05 +6.148792332e+05 +6.148792332e+05 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
16 +2.930563907e+05 +2.930563907e+05 +2.930096907e+05 +2.930096907e+05 +2.3183e+00 -4.7614e+00 -2.6018e+00 +2.6097e+00 +2.1237e+00 -1.3652e+00 +3.6204e-01 -1.6886e+00 -2.9395e+00 +2.1651e+00 -4.3870e+00 -4.9192e+00 +3.8791e+00 +2.7267e-01 +2.8341e+00 -7.4496e-02 +4.3375e+00 -4.2943e+00 +2.5227e+00 -1.1147e+00
18 +1.789493243e+05 +1.789493243e+05 +1.789026243e+05 +1.789026243e+05 -3.9024e-01 -2.8740e+00 -2.2689e+00 +1.2948e+00 +1.4631e+00 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01 -1.6773e+00 -7.4516e-01 -1.7111e+00 +4.4473e-01 -1.6000e+00 -2.4239e-01 +4.0083e+00 -4.0709e+00 +4.0890e+00 +3.2711e+00
47 +5.873930874e+04 +5.873930874e+04 +5.869260874e+04 +5.869260874e+04 -1.0575e+00 -2.4050e+00 -1.6355e+00 -4.1741e+00 -2.7969e+00 +8.1521e-01 +1.5144e+00 -3.6285e+00 +4.0245e-01 +2.0038e+00 -7.2479e-01 -8.2692e-01 -1.1018e+00 -4.9368e+00 +5.1692e-02 -1.3804e+00 +3.3787e+00 -2.8906e+00 -2.2001e+00 -3.2303e+00
% function evaluation | noise-free fitness - Fopt (-9.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.846243035e+05 +3.846243035e+05 +3.845312235e+05 +3.845312235e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +1.629709343e+05 +1.629709343e+05 +1.628778543e+05 +1.628778543e+05 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
% function evaluation | noise-free fitness - Fopt (4.168000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.045054165e+05 +4.045054165e+05 +4.045470965e+05 +4.045470965e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
6 +2.766739580e+05 +2.766739580e+05 +2.767156380e+05 +2.767156380e+05 +3.8828e+00 -1.1870e+00 +1.6380e+00 +3.8079e+00 -4.8715e+00 +3.3393e+00 -1.0053e+00 -3.8455e+00 -4.0750e+00 +2.6397e+00 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
62 +2.198029559e+05 +2.198029559e+05 +2.198446359e+05 +2.198446359e+05 -2.4379e+00 -1.3161e+00 -2.4895e+00 -1.4914e-01 +2.9300e+00 +3.9081e+00 +3.4634e+00 -2.4131e+00 +1.3177e+00 +2.9996e+00 -3.0474e+00 -2.7960e+00 +2.5168e+00 -3.9761e+00 -5.9963e-01 -3.9381e+00 -4.1025e+00 -2.1762e+00 +2.0345e+00 -4.9946e+00
83 +1.531948232e+05 +1.531948232e+05 +1.532365032e+05 +1.532365032e+05 -2.8564e+00 -4.5727e+00 +2.9756e+00 +1.7048e+00 -6.6754e-01 +1.8368e+00 -3.1148e+00 -3.4012e+00 -3.5932e+00 +3.9085e-02 -1.1509e+00 -3.0706e+00 -3.9428e-01 -3.7681e+00 +6.5343e-02 -1.6281e+00 +1.2215e+00 -3.2471e+00 +2.3186e+00 -1.3680e+00
