% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.613450091e+04 +5.613450091e+04 +5.628365091e+04 +5.628365091e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
2 +1.667186838e+03 +1.667186838e+03 +1.816336838e+03 +1.816336838e+03 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
65 +9.433245871e+02 +9.433245871e+02 +1.092474587e+03 +1.092474587e+03 -4.6348e-01 -1.2142e+00 -1.8215e+00 +2.4228e+00 +1.5386e+00
71 +6.160939646e+02 +6.160939646e+02 +7.652439646e+02 +7.652439646e+02 -1.6773e+00 -7.4516e-01 -1.7111e+00 +4.4473e-01 -1.6000e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.161057412e+05 +3.161057412e+05 +3.151057412e+05 +3.151057412e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
2 +1.416522485e+05 +1.416522485e+05 +1.406522485e+05 +1.406522485e+05 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
3 +8.803815362e+04 +8.803815362e+04 +8.703815362e+04 +8.703815362e+04 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01
4 +3.892451151e+04 +3.892451151e+04 +3.792451151e+04 +3.792451151e+04 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
7 +1.236683979e+04 +1.236683979e+04 +1.136683979e+04 +1.136683979e+04 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00
43 +3.496269661e+03 +3.496269661e+03 +2.496269661e+03 +2.496269661e+03 -3.4531e+00 +5.3057e-01 -2.0735e+00 +8.2900e-01 +4.3867e+00
45 +1.068585647e+03 +1.068585647e+03 +6.858564653e+01 +6.858564653e+01 -3.2989e+00 +1.6448e+00 +1.8198e+00 +2.0942e-01 +1.8632e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.366271898e+04 +8.366271898e+04 +8.376133898e+04 +8.376133898e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
11 +4.866036976e+04 +4.866036976e+04 +4.875898976e+04 +4.875898976e+04 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00
17 +5.394438805e+03 +5.394438805e+03 +5.493058805e+03 +5.493058805e+03 -4.3207e+00 +2.6995e-01 +3.7421e+00 -2.9507e+00 +8.7332e-01
70 +7.395979492e+02 +7.395979492e+02 +8.382179492e+02 +8.382179492e+02 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.047366837e+04 +8.047366837e+04 +8.042651837e+04 +8.042651837e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
7 +6.013197392e+04 +6.013197392e+04 +6.008482392e+04 +6.008482392e+04 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00
9 +3.056242980e+04 +3.056242980e+04 +3.051527980e+04 +3.051527980e+04 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00
11 +2.408816660e+04 +2.408816660e+04 +2.404101660e+04 +2.404101660e+04 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00
15 +1.053563634e+04 +1.053563634e+04 +1.048848634e+04 +1.048848634e+04 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00
24 +3.071241783e+03 +3.071241783e+03 +3.024091783e+03 +3.024091783e+03 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
84 +1.265572207e+03 +1.265572207e+03 +1.218422207e+03 +1.218422207e+03 -1.4712e+00 -2.8556e-01 -1.2209e+00 -4.6016e+00 +3.2024e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.894724222e+04 +2.894724222e+04 +2.898476222e+04 +2.898476222e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
12 +1.309291397e+04 +1.309291397e+04 +1.313043397e+04 +1.313043397e+04 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
28 +6.814681049e+03 +6.814681049e+03 +6.852201049e+03 +6.852201049e+03 +3.4466e+00 -4.7782e+00 +4.3807e+00 -1.3294e+00 +8.3550e-02
92 +2.666555610e+03 +2.666555610e+03 +2.704075610e+03 +2.704075610e+03 +3.1889e+00 -1.2778e+00 +5.2423e-01 -2.3643e+00 -1.3265e-02
