% function evaluation | noise-free fitness - Fopt (-2.017200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.050305671e+02 +2.050305671e+02 +3.310567106e+00 +3.310567106e+00 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
17 +9.283154667e+01 +9.283154667e+01 -1.088884533e+02 -1.088884533e+02 -4.6348e-01 -1.2142e+00 -1.8215e+00 +2.4228e+00 +1.5386e+00 +2.7974e+00 -1.3636e+00 +3.9759e+00 +3.3439e+00 +1.6748e+00 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01 -3.4226e-01 -3.8379e+00 -7.8617e-01 -4.4380e+00 -2.7828e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.628001536e+02 +2.628001536e+02 -7.371998464e+02 -7.371998464e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
6 +2.254084990e+02 +2.254084990e+02 -7.745915010e+02 -7.745915010e+02 +3.8828e+00 -1.1870e+00 +1.6380e+00 +3.8079e+00 -4.8715e+00 +3.3393e+00 -1.0053e+00 -3.8455e+00 -4.0750e+00 +2.6397e+00 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
16 +1.338425238e+02 +1.338425238e+02 -8.661574762e+02 -8.661574762e+02 +2.3183e+00 -4.7614e+00 -2.6018e+00 +2.6097e+00 +2.1237e+00 -1.3652e+00 +3.6204e-01 -1.6886e+00 -2.9395e+00 +2.1651e+00 -4.3870e+00 -4.9192e+00 +3.8791e+00 +2.7267e-01 +2.8341e+00 -7.4496e-02 +4.3375e+00 -4.2943e+00 +2.5227e+00 -1.1147e+00
43 +8.946421086e+01 +8.946421086e+01 -9.105357891e+02 -9.105357891e+02 +3.6925e+00 -2.5115e-01 -4.8085e-01 -2.5271e+00 +3.4822e+00 +1.0089e+00 +4.0522e+00 -2.2203e+00 -4.4337e+00 +4.8420e+00 +1.3667e+00 -2.1969e+00 -2.2762e+00 +2.9880e+00 +4.4146e-01 +3.5301e+00 +2.2292e+00 -2.1860e+00 +4.5004e+00 -1.4546e-01
% function evaluation | noise-free fitness - Fopt (-4.290000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.122940917e+02 +2.122940917e+02 +1.693940917e+02 +1.693940917e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
53 +1.317834082e+02 +1.317834082e+02 +8.888340818e+01 +8.888340818e+01 +4.2101e+00 +2.5669e+00 +4.5798e+00 -3.4200e+00 +2.4851e+00 +2.2758e-03 -1.3961e+00 +2.3018e-01 +2.1032e+00 -3.5584e+00 +2.7172e+00 -1.7269e+00 -5.4868e-01 -1.8593e+00 -1.0155e+00 +2.2644e+00 +2.6706e+00 +3.6922e+00 -7.3420e-01 -6.4789e-01
% function evaluation | noise-free fitness - Fopt (-1.013200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.999519756e+02 +1.999519756e+02 +9.863197558e+01 +9.863197558e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
70 +1.504441344e+02 +1.504441344e+02 +4.912413440e+01 +4.912413440e+01 +2.6281e+00 +4.8352e+00 +1.2686e+00 -2.2006e-01 -9.6422e-01 -9.5448e-01 +4.1806e+00 -4.3927e+00 +7.1152e-01 -1.8490e+00 +2.5053e+00 +2.2349e+00 -9.3060e-01 +8.0661e-02 -2.1611e+00 +1.5822e+00 -4.4741e-01 -4.7540e+00 -4.0676e+00 +2.5360e-01
% function evaluation | noise-free fitness - Fopt (3.650000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.299186625e+02 +3.299186625e+02 +3.335686625e+02 +3.335686625e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +2.308252612e+02 +2.308252612e+02 +2.344752612e+02 +2.344752612e+02 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
18 +1.212262014e+02 +1.212262014e+02 +1.248762014e+02 +1.248762014e+02 -3.9024e-01 -2.8740e+00 -2.2689e+00 +1.2948e+00 +1.4631e+00 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01 -1.6773e+00 -7.4516e-01 -1.7111e+00 +4.4473e-01 -1.6000e+00 -2.4239e-01 +4.0083e+00 -4.0709e+00 +4.0890e+00 +3.2711e+00
