% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.688820493e+04 +3.688820493e+04 +3.686614493e+04 +3.686614493e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +7.634678663e+03 +7.634678663e+03 +7.612618663e+03 +7.612618663e+03 -1.5447e+00 +3.2123e+00 +1.0097e+00
5 +5.424093264e+03 +5.424093264e+03 +5.402033264e+03 +5.402033264e+03 -4.3597e+00 +2.2217e+00 +3.8513e-01
8 +6.520434868e+02 +6.520434868e+02 +6.299834868e+02 +6.299834868e+02 +3.0902e+00 +2.0526e+00 -3.0628e-01
9 +4.425669829e+02 +4.425669829e+02 +4.205069829e+02 +4.205069829e+02 -3.1270e+00 +3.0911e+00 -1.3802e-01
18 +5.655757216e+01 +5.655757216e+01 +3.449757216e+01 +3.449757216e+01 +2.2285e+00 -7.2479e-01 -2.2236e+00
51 +5.885943097e+00 +5.885943097e+00 -1.617405690e+01 -1.617405690e+01 -2.4346e+00 +2.9541e+00 -1.6852e+00
55 +3.820358833e+00 +3.820358833e+00 -1.823964117e+01 -1.823964117e+01 +1.8361e+00 +1.1928e+00 -1.5728e+00
% function evaluation | noise-free fitness - Fopt (7.129000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.831639647e+02 +5.831639647e+02 +6.544539647e+02 +6.544539647e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +3.040609257e+02 +3.040609257e+02 +3.753509257e+02 +3.753509257e+02 -8.5655e-01 +7.0947e-02 +3.0123e+00
13 +4.054007385e+00 +4.054007385e+00 +7.534400739e+01 +7.534400739e+01 +1.7238e+00 +2.4074e+00 +1.8027e+00
47 +3.791539251e+00 +3.791539251e+00 +7.508153925e+01 +7.508153925e+01 -1.3294e+00 +8.3550e-02 +2.6384e+00
% function evaluation | noise-free fitness - Fopt (-1.054000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.260767032e+04 +5.260767032e+04 +5.259713032e+04 +5.259713032e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +1.147056503e+04 +1.147056503e+04 +1.146002503e+04 +1.146002503e+04 +1.5050e-02 -5.0150e-01 +6.4328e-01
8 +9.986493553e+03 +9.986493553e+03 +9.975953553e+03 +9.975953553e+03 +3.0902e+00 +2.0526e+00 -3.0628e-01
14 +4.955431139e+00 +4.955431139e+00 -5.584568861e+00 -5.584568861e+00 -1.7794e+00 -2.6679e+00 -1.2322e+00
% function evaluation | noise-free fitness - Fopt (3.860100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.260767032e+04 +5.260767032e+04 +5.299368032e+04 +5.299368032e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +1.147056503e+04 +1.147056503e+04 +1.185657503e+04 +1.185657503e+04 +1.5050e-02 -5.0150e-01 +6.4328e-01
8 +9.986493553e+03 +9.986493553e+03 +1.037250355e+04 +1.037250355e+04 +3.0902e+00 +2.0526e+00 -3.0628e-01
14 +4.955431139e+00 +4.955431139e+00 +3.909654311e+02 +3.909654311e+02 -1.7794e+00 -2.6679e+00 -1.2322e+00
% function evaluation | noise-free fitness - Fopt (-1.257000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.688820493e+04 +3.688820493e+04 +3.687563493e+04 +3.687563493e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +7.634678663e+03 +7.634678663e+03 +7.622108663e+03 +7.622108663e+03 -1.5447e+00 +3.2123e+00 +1.0097e+00
5 +5.424093264e+03 +5.424093264e+03 +5.411523264e+03 +5.411523264e+03 -4.3597e+00 +2.2217e+00 +3.8513e-01
8 +6.520434868e+02 +6.520434868e+02 +6.394734868e+02 +6.394734868e+02 +3.0902e+00 +2.0526e+00 -3.0628e-01
9 +4.425669829e+02 +4.425669829e+02 +4.299969829e+02 +4.299969829e+02 -3.1270e+00 +3.0911e+00 -1.3802e-01
18 +5.655757216e+01 +5.655757216e+01 +4.398757216e+01 +4.398757216e+01 +2.2285e+00 -7.2479e-01 -2.2236e+00
51 +5.885943097e+00 +5.885943097e+00 -6.684056903e+00 -6.684056903e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00
55 +3.820358833e+00 +3.820358833e+00 -8.749641167e+00 -8.749641167e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00
