% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.978693330e+03 +3.978693330e+03 +3.432193330e+03 +3.432193330e+03 +3.6984e+00 +1.1787e+00
6 +6.671327334e+02 +6.671327334e+02 +1.206327334e+02 +1.206327334e+02 -5.0150e-01 +6.4328e-01
19 +3.693690082e+00 +3.693690082e+00 -5.428063099e+02 -5.428063099e+02 +1.7238e+00 +2.4074e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.978693330e+03 +3.978693330e+03 +4.978693330e+03 +4.978693330e+03 +3.6984e+00 +1.1787e+00
6 +6.671327334e+02 +6.671327334e+02 +1.667132733e+03 +1.667132733e+03 -5.0150e-01 +6.4328e-01
19 +3.693690082e+00 +3.693690082e+00 +1.003693690e+03 +1.003693690e+03 +1.7238e+00 +2.4074e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.978693330e+03 +3.978693330e+03 +4.187073330e+03 +4.187073330e+03 +3.6984e+00 +1.1787e+00
6 +6.671327334e+02 +6.671327334e+02 +8.755127334e+02 +8.755127334e+02 -5.0150e-01 +6.4328e-01
19 +3.693690082e+00 +3.693690082e+00 +2.120736901e+02 +2.120736901e+02 +1.7238e+00 +2.4074e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.357285064e+04 +4.357285064e+04 +4.342789064e+04 +4.342789064e+04 +3.6984e+00 +1.1787e+00
2 +1.115468042e+02 +1.115468042e+02 -3.341319583e+01 -3.341319583e+01 +2.1331e+00 -1.5447e+00
10 +9.730949231e+00 +9.730949231e+00 -1.352290508e+02 -1.352290508e+02 +1.6864e+00 -3.2108e+00
15 +3.677856147e+00 +3.677856147e+00 -1.412821439e+02 -1.412821439e+02 +9.9079e-01 -1.7322e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.741501307e+03 +8.741501307e+03 +8.735201307e+03 +8.735201307e+03 +3.6984e+00 +1.1787e+00
2 +1.817642782e+00 +1.817642782e+00 -4.482357218e+00 -4.482357218e+00 +2.1331e+00 -1.5447e+00
