% function evaluation | noise-free fitness - Fopt (5.134000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.229849834e+01 +3.229849834e+01 +8.363849834e+01 +8.363849834e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +3.159712920e+00 +3.159712920e+00 +5.449971292e+01 +5.449971292e+01 +1.5050e-02 -5.0150e-01 +6.4328e-01
40 +1.510317322e+00 +1.510317322e+00 +5.285031732e+01 +5.285031732e+01 -3.3165e+00 -3.0456e+00 +1.5240e+00
% function evaluation | noise-free fitness - Fopt (-1.244000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.302788142e+01 +2.302788142e+01 -1.013721186e+02 -1.013721186e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +1.049232007e+01 +1.049232007e+01 -1.139076799e+02 -1.139076799e+02 -1.5447e+00 +3.2123e+00 +1.0097e+00
3 +1.202191455e+00 +1.202191455e+00 -1.231978085e+02 -1.231978085e+02 -8.5655e-01 +7.0947e-02 +3.0123e+00
% function evaluation | noise-free fitness - Fopt (6.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.135929523e+01 +5.135929523e+01 +5.195929523e+01 +5.195929523e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +1.657027754e+01 +1.657027754e+01 +1.717027754e+01 +1.717027754e+01 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +8.769808125e+00 +8.769808125e+00 +9.369808125e+00 +9.369808125e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01
7 +3.990623587e+00 +3.990623587e+00 +4.590623587e+00 +4.590623587e+00 +1.6864e+00 -3.2108e+00 +3.8016e+00
17 +2.741079375e+00 +2.741079375e+00 +3.341079375e+00 +3.341079375e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01
52 +1.393920045e+00 +1.393920045e+00 +1.993920045e+00 +1.993920045e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01
67 +7.318478410e-01 +7.318478410e-01 +1.331847841e+00 +1.331847841e+00 +2.1031e+00 -1.8608e+00 +7.8742e-01
% function evaluation | noise-free fitness - Fopt (-4.071000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.260081293e+01 +2.260081293e+01 -1.810918707e+01 -1.810918707e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +5.790966005e+00 +5.790966005e+00 -3.491903400e+01 -3.491903400e+01 +1.5050e-02 -5.0150e-01 +6.4328e-01
17 +3.499885195e+00 +3.499885195e+00 -3.721011480e+01 -3.721011480e+01 +8.7957e-01 -1.5340e+00 -4.7361e-01
67 +1.788218709e+00 +1.788218709e+00 -3.892178129e+01 -3.892178129e+01 +2.1031e+00 -1.8608e+00 +7.8742e-01
% function evaluation | noise-free fitness - Fopt (8.143200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.063983518e+01 +9.063983518e+01 +9.049598352e+02 +9.049598352e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +3.547671153e+01 +3.547671153e+01 +8.497967115e+02 +8.497967115e+02 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +2.140433969e+01 +2.140433969e+01 +8.357243397e+02 +8.357243397e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
6 +1.273628231e+00 +1.273628231e+00 +8.155936282e+02 +8.155936282e+02 -3.6670e+00 -2.7578e+00 +3.4628e+00
