% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.943420721e+01 +6.943420721e+01 +1.708420721e+01 +1.708420721e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +5.445037778e+01 +5.445037778e+01 +2.100377782e+00 +2.100377782e+00 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
40 +3.807711530e+01 +3.807711530e+01 -1.427288470e+01 -1.427288470e+01 -4.7644e+00 -3.6103e+00 +3.7886e+00 +1.2941e+00 -2.2519e+00 +2.7237e+00 -2.7571e+00 -3.0996e+00 +1.0679e+00 +1.7065e-01 -1.5252e+00 -1.7935e+00 +2.5608e+00 +1.4868e-01 -3.0918e+00 -3.7317e-01 +2.9561e-01 +1.8117e-01 +3.3451e+00 -3.6028e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.128624255e+02 +1.128624255e+02 -6.667757451e+01 -6.667757451e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
8 +7.552483224e+01 +7.552483224e+01 -1.040151678e+02 -1.040151678e+02 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
65 +6.176603605e+01 +6.176603605e+01 -1.177739639e+02 -1.177739639e+02 -5.0260e-01 -3.7301e+00 -2.9659e+00 +1.5991e+00 +3.7855e+00 -1.0151e+00 +2.4464e+00 +2.0738e+00 +2.4662e+00 -4.1477e-01 -4.4457e+00 -3.6511e+00 +3.6065e+00 +2.2102e+00 +4.9972e+00 -2.7793e+00 -2.5939e+00 -4.1488e+00 -1.1351e+00 +1.7627e+00
76 +3.598769939e+01 +3.598769939e+01 -1.435523006e+02 -1.435523006e+02 -3.1486e+00 +1.5429e+00 -2.6297e+00 +3.3653e+00 -2.8748e+00 -1.5217e+00 -1.5134e-01 +1.6770e+00 -4.8058e+00 +2.1097e+00 +2.1949e+00 +9.0732e-01 -4.5763e+00 +2.0729e+00 -6.4069e-01 -3.2994e+00 +2.6200e+00 +3.9394e+00 -1.1799e-01 +3.4307e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.142326029e+02 +2.142326029e+02 +2.915426029e+02 +2.915426029e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +1.106744909e+02 +1.106744909e+02 +1.879844909e+02 +1.879844909e+02 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
8 +5.619846875e+01 +5.619846875e+01 +1.335084687e+02 +1.335084687e+02 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
33 +3.811786424e+01 +3.811786424e+01 +1.154278642e+02 +1.154278642e+02 +4.5746e+00 -2.0261e+00 -1.5587e+00 +1.7746e+00 +7.6932e-01 -3.5282e+00 +2.6288e+00 +3.6699e+00 -2.3914e-01 +3.4390e+00 -3.5116e+00 -3.5025e+00 +3.2925e+00 -2.3709e+00 +1.8350e+00 -3.3833e+00 -1.1747e+00 +1.8524e+00 +2.6345e+00 +1.1008e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.242446194e+01 +5.242446194e+01 +9.234446194e+01 +9.234446194e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
