% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.306674629e+07 +2.306674629e+07 +2.306673349e+07 +2.306673349e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +9.648249671e+06 +9.648249671e+06 +9.648236871e+06 +9.648236871e+06 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
37 +3.765229074e+06 +3.765229074e+06 +3.765216274e+06 +3.765216274e+06 -1.0614e+00 -2.4325e+00 +1.5455e+00 -3.8599e+00 +3.2256e+00 -9.3639e-01 +4.3772e+00 +2.2430e+00 -4.4626e+00 -1.0518e+00 +2.5363e+00 +4.9515e+00 -2.0307e+00 +3.9696e-01 +3.7441e+00 -4.1572e+00 -2.4543e+00 +3.5797e+00 -3.7611e+00 +2.0296e+00
% function evaluation | noise-free fitness - Fopt (-3.856900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.173010271e+07 +6.173010271e+07 +6.172971702e+07 +6.172971702e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +1.266962370e+07 +1.266962370e+07 +1.266923801e+07 +1.266923801e+07 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
10 +9.978081440e+06 +9.978081440e+06 +9.977695750e+06 +9.977695750e+06 -3.4719e+00 +3.9557e-01 -2.8446e+00 +4.5067e+00 +3.2044e+00 +2.8560e+00 -1.4458e+00 -3.9359e+00 -4.0909e+00 +1.3651e+00 -1.1718e+00 +3.8359e+00 +1.8714e+00 -3.1091e+00 -4.8695e+00 +4.1803e+00 -4.9001e+00 -3.5422e+00 +2.1031e+00 -1.8608e+00
29 +6.278435979e+06 +6.278435979e+06 +6.278050289e+06 +6.278050289e+06 +3.2899e+00 -2.6286e+00 -4.4565e+00 +3.6477e+00 +2.1534e+00 -3.0050e+00 +1.0411e+00 -4.3664e+00 -4.5922e+00 -2.5351e+00 -2.8882e+00 +3.9202e+00 +2.3275e-01 -5.5415e-01 +2.8055e-01 +2.5046e+00 +4.6176e+00 +2.7306e+00 -3.4691e+00 +6.1016e-01
46 +2.704639690e+06 +2.704639690e+06 +2.704254000e+06 +2.704254000e+06 -2.7233e+00 +4.1322e+00 +1.2122e+00 -6.2887e-01 +3.8728e+00 -4.5817e+00 +7.4960e-01 -8.0148e-01 -1.0138e+00 -4.2586e+00 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
% function evaluation | noise-free fitness - Fopt (4.000000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.470777807e+06 +4.470777807e+06 +4.470817807e+06 +4.470817807e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
8 +3.412604649e+06 +3.412604649e+06 +3.412644649e+06 +3.412644649e+06 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
65 +1.689291642e+06 +1.689291642e+06 +1.689331642e+06 +1.689331642e+06 -5.0260e-01 -3.7301e+00 -2.9659e+00 +1.5991e+00 +3.7855e+00 -1.0151e+00 +2.4464e+00 +2.0738e+00 +2.4662e+00 -4.1477e-01 -4.4457e+00 -3.6511e+00 +3.6065e+00 +2.2102e+00 +4.9972e+00 -2.7793e+00 -2.5939e+00 -4.1488e+00 -1.1351e+00 +1.7627e+00
% function evaluation | noise-free fitness - Fopt (1.142600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.111439029e+07 +8.111439029e+07 +8.111450455e+07 +8.111450455e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
