% instance = 1, name = bbob_f006_i02_d03__bbob_f008_i04_d03
% function evaluation | 2 objectives | 3 variables
1	2.725671372003684e+02	5.182928372756490e+04	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	1.069224043172073e+02	5.055922707201161e+04	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	1.508182979705041e+02	5.125049892100219e+02	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	1.106024011993059e+02	1.094738301157950e+02	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
14	2.391794402314357e+04	7.668876151205910e+01	-1.77936778e+00	-2.66793095e+00	-1.23218149e+00	
28	4.379180598716169e+01	1.000221033150080e+05	2.69951146e-01	3.74207563e+00	-2.95070304e+00	
29	1.065020341547932e+02	8.386558677566719e+04	8.73324071e-01	3.78113711e+00	1.87056011e-02	
30	9.855557497219617e+01	9.436330763313608e+04	2.91115120e+00	3.47712339e+00	-2.29537778e+00	
% instance = 2, name = bbob_f006_i03_d03__bbob_f008_i05_d03
% function evaluation | 2 objectives | 3 variables
1	3.004731647101814e+05	2.889557808548650e+04	3.69838651e+00	1.17868371e+00	2.13308230e+00	
3	1.535542615615206e+05	7.265829011113276e+03	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	4.210171715058420e+04	5.446400957641190e+03	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
6	2.675834450913717e+03	6.991282929573786e+04	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
7	5.507419161236082e+04	3.884924637773824e+02	1.68641129e+00	-3.21077456e+00	3.80160537e+00	
25	3.374855869315250e+04	4.364822131350405e+04	-3.25586383e+00	-1.13827348e+00	2.49249916e+00	
% instance = 3, name = bbob_f006_i07_d03__bbob_f008_i08_d03
% function evaluation | 2 objectives | 3 variables
1	3.293271292958374e+05	3.254198876396248e+05	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	2.389322073843095e+05	2.030487902459827e+05	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	3.294308488021606e+05	1.485431520693548e+04	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
4	1.475730591514814e+05	2.407857491445707e+04	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
6	3.650684810690898e+05	-5.730527035797542e+01	-3.66696002e+00	-2.75778991e+00	3.46276250e+00	
9	1.428292258985526e+05	2.023605201446442e+05	-3.12702245e+00	3.09109369e+00	-1.38020177e-01	
10	3.343671585578408e+04	5.468196499366895e+04	-4.11748831e+00	9.90791217e-01	-1.73217382e+00	
12	1.034871607412484e+05	4.759438123519652e+03	-3.88380970e+00	-4.77025286e+00	-4.02033013e+00	
14	7.471618583920378e+04	2.050571576819549e+03	-1.77936778e+00	-2.66793095e+00	-1.23218149e+00	
15	-1.213728721467291e+02	4.240231825644858e+04	-3.68198521e+00	4.53000990e-01	-3.52038132e+00	
25	2.966765318306170e+05	1.877513219167612e+03	-3.25586383e+00	-1.13827348e+00	2.49249916e+00	
26	-1.319975362857042e+02	5.973270145290044e+04	-2.50951019e+00	8.03832730e-01	-4.72981706e+00	
% instance = 4, name = bbob_f006_i09_d03__bbob_f008_i10_d03
% function evaluation | 2 objectives | 3 variables
1	1.007382674601355e+03	2.957644439891301e+04	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	1.696797196118141e+05	1.400257275596341e+03	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
4	2.147712784823488e+05	5.762489916648516e+02	1.50496687e-02	-5.01498795e-01	6.43283104e-01	
8	1.976094875916235e+03	1.235678732523773e+04	3.09018580e+00	2.05256524e+00	-3.06284170e-01	
13	1.551609155162960e+04	9.872866961023069e+02	1.72379929e+00	2.40744026e+00	1.80268659e+00	
29	7.838055365486919e+03	6.159806354702860e+03	8.73324071e-01	3.78113711e+00	1.87056011e-02	
% instance = 5, name = bbob_f006_i11_d03__bbob_f008_i12_d03
% function evaluation | 2 objectives | 3 variables
1	1.242167669818780e+05	1.477141954133515e+05	3.69838651e+00	1.17868371e+00	2.13308230e+00	
2	2.293808348480655e+05	3.636026354532453e+04	-1.54466279e+00	3.21228504e+00	1.00967553e+00	
3	8.520380313078940e+01	2.315492230714006e+02	-8.56550696e-01	7.09471002e-02	3.01232920e+00	
% instance = 6, name = bbob_f006_i13_d03__bbob_f008_i14_d03
% function evaluation | 2 objectives | 3 variables
1	7.505462818272864e+04	1.129997550543343e+05	3.69838651e+00	1.17868371e+00	2.13308230e+00	
