% instance = 1, name = bbob_f017_i02_d10__bbob_f020_i04_d10
% function evaluation | 2 objectives 
1	3.464099779033639e+01	7.424516642986030e+04	
8	2.938922168390072e+01	1.369932375301144e+05	
10	4.397903854242963e+01	3.439417048340167e+04	
12	3.004168699554362e+01	4.813420410423631e+04	
33	3.404874153121347e+01	4.650212862842171e+04	
34	4.140502194490016e+01	4.186730037144411e+04	
35	3.327480254155234e+01	1.626347431525214e+04	
44	2.519690176541690e+01	1.175448312876603e+05	
46	4.536032734953634e+01	1.132429324222695e+04	
56	2.787396812630259e+01	1.570843507575763e+04	
92	3.386112430748952e+01	6.773691073990536e+03	
% instance = 2, name = bbob_f017_i03_d10__bbob_f020_i05_d10
% function evaluation | 2 objectives 
1	3.179581934190995e+02	3.157010960734985e+04	
2	3.119394491934355e+02	1.326559031458718e+05	
3	3.040135641442412e+02	4.846215279422240e+04	
4	2.941570266892693e+02	6.657312022498925e+04	
5	2.917997404802456e+02	3.879947208929490e+04	
8	2.887034459925748e+02	2.602336004044864e+04	
16	2.917786328699402e+02	1.105852483742990e+04	
38	2.833641228455303e+02	1.345873265429132e+05	
87	2.907806792440600e+02	2.529079988853335e+04	
% instance = 3, name = bbob_f017_i07_d10__bbob_f020_i08_d10
% function evaluation | 2 objectives 
1	1.359734077673933e+02	1.184651967076182e+04	
4	1.317859311085966e+02	1.031098057609744e+05	
44	1.322606242954897e+02	2.174462761007182e+04	
55	1.289326444962005e+02	9.002758899387896e+04	
93	1.376103816285183e+02	1.003065416551080e+04	
% instance = 4, name = bbob_f017_i09_d10__bbob_f020_i10_d10
% function evaluation | 2 objectives 
1	1.712652512386869e+01	3.091792658826018e+03	
12	1.014400452984617e+01	1.189754585999721e+05	
44	1.073954994541461e+01	8.307020730675182e+04	
54	8.095033736448816e+00	9.187226363332132e+04	
% instance = 5, name = bbob_f017_i11_d10__bbob_f020_i12_d10
% function evaluation | 2 objectives 
1	2.451601676970194e+02	9.779347139583437e+03	
2	2.123529538825797e+02	1.744500444613851e+05	
3	2.156100478659126e+02	4.618362087311115e+04	
6	2.036164027578166e+02	2.614268822899497e+05	
8	2.415718656620446e+02	2.464616895677400e+04	
10	2.085134743899197e+02	4.453314195674514e+04	
14	2.075135840971887e+02	1.926535327373119e+05	
15	2.350922382537927e+02	2.379702044430509e+04	
16	2.027199049032187e+02	1.191280427198127e+04	
17	2.021211592123103e+02	1.632254726731420e+04	
% instance = 6, name = bbob_f017_i13_d10__bbob_f020_i14_d10
% function evaluation | 2 objectives 
1	3.608647931500686e+02	6.568324331490296e+03	
2	2.337051110327606e+02	1.206531498063763e+05	
4	2.254334926408748e+02	1.062733265450607e+05	
5	2.343090894183121e+02	5.649281183193799e+04	
9	2.354759927517544e+02	3.851148655641573e+04	
16	2.221652065918751e+02	3.945852123928110e+04	
17	2.285331245341626e+02	3.497022492203336e+04	
32	3.084120619965689e+02	2.679722432639186e+04	
51	2.234529197469314e+02	3.391745656826583e+04	
53	2.616091763451236e+02	3.101606147241879e+04	
79	3.008549721114400e+02	2.313562061916228e+04	
80	2.763930895592222e+02	2.629565721071533e+04	
90	2.219910006167395e+02	9.687565531786425e+04	
% instance = 7, name = bbob_f017_i15_d10__bbob_f020_i16_d10
% function evaluation | 2 objectives 
1	-3.260994852431708e+02	7.337851101712957e+04	
3	-3.160800901157784e+02	4.451341702094932e+04	
5	-3.076340484666298e+02	2.920133808989589e+04	
9	-3.302049326325475e+02	1.416709103639247e+05	
10	-3.346193209126956e+02	9.961107889029519e+04	
12	-3.213692049589920e+02	2.268543853448422e+04	
16	-3.275727743902378e+02	8.264616182921128e+04	
19	-3.250921746186932e+02	6.950524574414396e+04	
25	-3.365433458834059e+02	1.133738832082823e+05	
31	-3.341782880030141e+02	3.761116185558397e+04	
33	-3.382297523677656e+02	2.302260496854681e+05	
36	-3.386041711714721e+02	1.888739558990748e+05	
42	-3.363389541208713e+02	5.874177186895534e+04	
56	-3.403162199490005e+02	1.408161847150222e+05	
73	-3.010268082239830e+02	2.192111973927532e+04	
77	-3.068641999492490e+02	2.163980892196400e+04	
92	-3.339969570132964e+02	3.594255141737781e+04	
94	-2.197306826393322e+02	1.042782279784781e+04	
97	-3.261672803479286e+02	1.462631338735779e+04	
% instance = 8, name = bbob_f017_i17_d10__bbob_f020_i18_d10
% function evaluation | 2 objectives 
1	1.225550427313593e+02	7.779084790967499e+04	
2	1.204782314918495e+02	1.594485999174778e+05	
3	1.201982273398127e+02	1.302511414043775e+05	
4	1.113029230252052e+02	8.895525666459728e+04	
10	1.107348260220871e+02	7.665832869213069e+04	
12	1.207243639226070e+02	4.550437498269939e+04	
16	1.022476090876082e+02	1.025140785400735e+05	
17	1.114068878725759e+02	6.760522729872020e+04	
31	1.898407177467866e+02	3.305013788702639e+04	
33	1.379664353187081e+02	4.527822681462335e+04	
36	1.007368884754239e+02	1.519675233239217e+05	
44	1.064978196054458e+02	6.960675970574048e+04	
46	1.306254049799203e+02	1.389043294656303e+04	
58	1.254921976127429e+02	2.519121714063353e+04	
63	1.087802178623330e+02	3.451391455695382e+04	
76	1.298933274299658e+02	2.477887302622233e+04	
84	1.004944577507737e+02	1.000380742371292e+05	
87	9.907833948205655e+01	1.218738106379866e+05	
92	1.679326827575610e+02	1.072141439861657e+04	
93	1.035990898801893e+02	5.805764715229295e+04	
% instance = 9, name = bbob_f017_i19_d10__bbob_f020_i21_d10
% function evaluation | 2 objectives 
1	1.393186750946490e+02	7.831883202362183e+04	
3	1.571979798228119e+02	4.889511879442127e+04	
5	1.336329781685508e+02	5.603788703529948e+04	
8	1.414152050091000e+02	3.645952424316205e+04	
12	1.665486775410443e+02	8.544992627173029e+03	
15	1.402344933264515e+02	4.010850872457163e+04	
16	1.625316739105861e+02	1.722379869741586e+04	
31	1.359197895340295e+02	2.540292458675778e+04	
44	1.324733721269789e+02	1.473804946921984e+04	
63	1.500104941653615e+02	1.215495042586650e+04	
93	1.423560416781507e+02	7.936427291445593e+03	
% instance = 10, name = bbob_f017_i21_d10__bbob_f020_i22_d10
% function evaluation | 2 objectives 
1	6.742968609943097e+01	8.340273039606707e+04	
2	6.161553583668749e+01	2.506549266575621e+05	
3	8.942779596970050e+01	4.941771349414208e+04	
5	8.702983187511425e+01	6.269549253563579e+04	
7	6.060755053483145e+01	4.201941840052251e+05	
8	9.939473023777272e+01	4.572428530552984e+04	
10	5.683526422111557e+01	6.444005668465881e+04	
11	7.221692626258599e+01	3.776658662719722e+04	
12	8.500185750380109e+01	9.860614427802169e+03	
15	6.601033317707058e+01	3.868711343711086e+04	
16	7.784855293967291e+01	9.809111185473039e+03	
18	6.459897001645679e+01	6.366079707786157e+04	
19	6.457625436906754e+01	2.821034768066585e+04	
25	5.313095278014890e+01	1.317250774747938e+05	
31	6.144196139217662e+01	1.935073147370726e+04	
33	5.300612099634291e+01	1.536923835521498e+05	
53	5.529630469429087e+01	1.283357564179225e+05	
81	5.474817169994215e+01	1.039626682069462e+05	
88	7.027009601168464e+01	1.862382081138419e+04	
