% instance = 1, name = bbob_f002_i02_d02__bbob_f002_i04_d02
% function evaluation | 2 objectives | 2 variables
1	2.485881360171909e+06	1.197796156969363e+07	3.69838651e+00	1.17868371e+00	
2	1.742813789211980e+07	5.535135960617295e+05	2.13308230e+00	-1.54466279e+00	
3	3.006440593663602e+06	1.073566266581250e+07	3.21228504e+00	1.00967553e+00	
4	6.092793958290020e+06	6.641866900575134e+06	-8.56550696e-01	7.09471002e-02	
5	6.357195709281583e+06	6.363341520071163e+06	3.01232920e+00	1.50496687e-02	
6	4.023341919587987e+06	8.738159076081136e+06	-5.01498795e-01	6.43283104e-01	
7	1.703822170321307e+05	2.090105744152738e+07	-4.35973793e+00	2.22170005e+00	
12	8.119803404738558e+06	4.319071570034544e+06	2.05256524e+00	-3.06284170e-01	
15	1.892492064756505e+07	4.580423432278280e+05	9.90791217e-01	-1.73217382e+00	
19	4.661245265219516e+04	2.243380595479161e+07	1.72379929e+00	2.40744026e+00	
20	1.929933722285183e+07	3.984155472709541e+05	1.80268659e+00	-1.77936778e+00	
% instance = 2, name = bbob_f002_i03_d02__bbob_f002_i05_d02
% function evaluation | 2 objectives | 2 variables
1	5.720004809294908e+06	2.536336298657157e+07	3.69838651e+00	1.17868371e+00	
2	2.548855495499365e+07	6.360222574828552e+06	2.13308230e+00	-1.54466279e+00	
3	6.501190982143511e+06	2.381579904746034e+07	3.21228504e+00	1.00967553e+00	
4	1.270216206495799e+07	1.586238052854161e+07	-8.56550696e-01	7.09471002e-02	
5	1.313993723512305e+07	1.536448053085339e+07	3.01232920e+00	1.50496687e-02	
6	8.584696962358020e+06	2.074310167248764e+07	-5.01498795e-01	6.43283104e-01	
7	2.423409565557590e+06	3.898519467113362e+07	-4.35973793e+00	2.22170005e+00	
8	4.794397150663670e+07	6.434898184062594e+04	3.85125057e-01	-3.66696002e+00	
9	3.597244508313015e+04	5.909043306795781e+07	-2.75778991e+00	3.46276250e+00	
10	4.167870141599753e+07	4.968028365092420e+05	1.68641129e+00	-3.21077456e+00	
11	2.830345771175935e+05	5.368711620554311e+07	3.80160537e+00	3.09018580e+00	
12	1.570498552619417e+07	1.257462177668253e+07	2.05256524e+00	-3.06284170e-01	
13	2.823918506513508e+05	5.370144746187414e+07	-3.12702245e+00	3.09109369e+00	
14	5.521928736617710e+07	4.072848516960269e+04	-1.38020177e-01	-4.11748831e+00	
15	2.699001419162240e+07	5.228673800993849e+06	9.90791217e-01	-1.73217382e+00	
16	1.589074799802800e+05	5.627308738439271e+07	-3.79573636e+00	3.25988744e+00	
17	5.130387443890049e+07	9.868619091960331e+02	6.08063478e-02	-3.88380970e+00	
19	1.782264127394173e+06	4.211236778032997e+07	1.72379929e+00	2.40744026e+00	
20	2.737402942915042e+07	4.909232363555628e+06	1.80268659e+00	-1.77936778e+00	
% instance = 3, name = bbob_f002_i07_d02__bbob_f002_i08_d02
% function evaluation | 2 objectives | 2 variables
1	9.706762692465028e+06	1.176199599642614e+05	3.69838651e+00	1.17868371e+00	
2	2.228696359740192e+05	5.377164373981454e+06	2.13308230e+00	-1.54466279e+00	
3	8.870664925347546e+06	2.889835828681488e+04	3.21228504e+00	1.00967553e+00	
4	4.606647652455560e+06	4.986122447650720e+05	-8.56550696e-01	7.09471002e-02	
5	4.224766848387684e+06	5.899565406873947e+05	3.01232920e+00	1.50496687e-02	
6	7.564163899190199e+06	4.035533388293294e+04	-5.01498795e-01	6.43283104e-01	
12	2.510102297891693e+06	1.459838419149850e+06	2.05256524e+00	-3.06284170e-01	
15	9.098797392289928e+04	6.189471926716674e+06	9.90791217e-01	-1.73217382e+00	
20	6.070518415599366e+04	6.415807402543501e+06	1.80268659e+00	-1.77936778e+00	
% instance = 4, name = bbob_f002_i09_d02__bbob_f002_i10_d02
% function evaluation | 2 objectives | 2 variables
1	1.321725512570227e+06	4.359845116223417e+04	3.69838651e+00	1.17868371e+00	
3	7.188999235677064e+05	1.497763452490280e+05	3.21228504e+00	1.00967553e+00	
4	7.390602805719884e+02	2.045696420513757e+06	-8.56550696e-01	7.09471002e-02	
6	3.341206064524908e+05	4.600599224489718e+05	-5.01498795e-01	6.43283104e-01	
% instance = 5, name = bbob_f002_i11_d02__bbob_f002_i12_d02
% function evaluation | 2 objectives | 2 variables
1	2.002193380719995e+07	2.037092478370334e+07	3.69838651e+00	1.17868371e+00	
2	2.628292887825657e+06	2.802814586761484e+06	2.13308230e+00	-1.54466279e+00	
8	1.463646255599456e+05	1.125619184856965e+05	3.85125057e-01	-3.66696002e+00	
10	7.506785978396842e+03	1.588258539530845e+04	1.68641129e+00	-3.21077456e+00	
% instance = 6, name = bbob_f002_i13_d02__bbob_f002_i14_d02
% function evaluation | 2 objectives | 2 variables
1	3.608196163775381e+06	2.036458242681457e+07	3.69838651e+00	1.17868371e+00	
2	2.048971206745419e+07	2.799521228996414e+06	2.13308230e+00	-1.54466279e+00	
3	4.078079424559702e+06	1.896291875569757e+07	3.21228504e+00	1.00967553e+00	
4	8.170745000429674e+06	1.100518682597565e+07	-8.56550696e-01	7.09471002e-02	
5	8.519736792480864e+06	1.062104790117401e+07	3.01232920e+00	1.50496687e-02	
6	5.298189141915219e+06	1.578043209568043e+07	-5.01498795e-01	6.43283104e-01	
7	5.244114714381589e+05	3.043978153806610e+07	-4.35973793e+00	2.22170005e+00	
8	3.945492919278958e+07	1.133899075437596e+05	3.85125057e-01	-3.66696002e+00	
9	1.890771169269380e+05	5.027208614507829e+07	-2.75778991e+00	3.46276250e+00	
10	3.448948328636517e+07	1.598417764836137e+04	1.68641129e+00	-3.21077456e+00	
11	6.201722145059465e+03	4.385627951646450e+07	3.80160537e+00	3.09018580e+00	
12	1.072312989262525e+07	8.857280750604771e+06	2.05256524e+00	-3.06284170e-01	
15	2.195790866888621e+07	2.213307898965136e+06	9.90791217e-01	-1.73217382e+00	
19	3.155515871077802e+05	3.291510018402676e+07	1.72379929e+00	2.40744026e+00	
20	2.232618439628469e+07	2.135710789680127e+06	1.80268659e+00	-1.77936778e+00	
% instance = 7, name = bbob_f002_i15_d02__bbob_f002_i16_d02
% function evaluation | 2 objectives | 2 variables
1	1.824618999721759e+07	2.416509072946440e+06	3.69838651e+00	1.17868371e+00	
2	2.110859962576575e+06	1.097901920939777e+06	2.13308230e+00	-1.54466279e+00	
4	9.445340248448227e+06	3.991379909062523e+05	-8.56550696e-01	7.09471002e-02	
5	9.165917035526963e+06	2.994747986862241e+05	3.01232920e+00	1.50496687e-02	
8	3.025329542079338e+05	9.603049324210055e+06	3.85125057e-01	-3.66696002e+00	
10	1.716412375073488e+04	6.825178152784681e+06	1.68641129e+00	-3.21077456e+00	
12	7.921467752128780e+06	4.270368984676051e+04	2.05256524e+00	-3.06284170e-01	
15	1.980082360498042e+06	1.721787135108548e+06	9.90791217e-01	-1.73217382e+00	
20	1.939298934481610e+06	1.888037414776633e+06	1.80268659e+00	-1.77936778e+00	
% instance = 8, name = bbob_f002_i17_d02__bbob_f002_i18_d02
% function evaluation | 2 objectives | 2 variables
1	3.178777006183107e+05	1.821765543615769e+06	3.69838651e+00	1.17868371e+00	
3	5.028968170742461e+05	1.249097427876668e+06	3.21228504e+00	1.00967553e+00	
4	3.283978729813493e+06	1.537365419925008e+04	-8.56550696e-01	7.09471002e-02	
5	3.437657296774198e+06	4.229529078562279e+03	3.01232920e+00	1.50496687e-02	
6	1.432796400889941e+06	4.938089891241579e+05	-5.01498795e-01	6.43283104e-01	
7	1.740899932752608e+05	5.786216042769067e+06	-4.35973793e+00	2.22170005e+00	
% instance = 9, name = bbob_f002_i19_d02__bbob_f002_i21_d02
% function evaluation | 2 objectives | 2 variables
1	1.577623144099393e+06	8.192306327924573e+06	3.69838651e+00	1.17868371e+00	
2	1.531246932681185e+07	1.713814365260738e+04	2.13308230e+00	-1.54466279e+00	
3	2.169427395744248e+06	7.635383591700254e+06	3.21228504e+00	1.00967553e+00	
4	5.010709758119450e+06	2.626804180496555e+06	-8.56550696e-01	7.09471002e-02	
