% instance = 1, name = bbob_f015_i02_d02__bbob_f015_i04_d02
% function evaluation | 2 objectives | 2 variables
1	8.930000133910747e+02	6.600078979396206e+02	3.69838651e+00	1.17868371e+00	
2	1.854047022304119e+02	2.752177102847088e+02	2.13308230e+00	-1.54466279e+00	
4	1.438627515208989e+02	1.860921203076495e+02	-8.56550696e-01	7.09471002e-02	
7	1.934475830041139e+02	1.052089087481045e+02	-4.35973793e+00	2.22170005e+00	
8	8.885001738950739e+01	1.050496712553572e+02	3.85125057e-01	-3.66696002e+00	
14	1.100733233470790e+02	8.473251879764177e+01	-1.38020177e-01	-4.11748831e+00	
17	9.699415813693383e+01	7.478605437009378e+01	6.08063478e-02	-3.88380970e+00	
% instance = 2, name = bbob_f015_i03_d02__bbob_f015_i05_d02
% function evaluation | 2 objectives | 2 variables
1	9.352924031885333e+02	-7.001964047460606e+01	3.69838651e+00	1.17868371e+00	
2	1.234802451502370e+02	-4.528793680503028e+01	2.13308230e+00	-1.54466279e+00	
3	7.000176144083185e+02	-7.083330634149183e+01	3.21228504e+00	1.00967553e+00	
4	-1.051743045196439e+01	-7.601250842275205e+01	-8.56550696e-01	7.09471002e-02	
17	-1.596520541894030e+01	4.580763046391064e+01	6.08063478e-02	-3.88380970e+00	
% instance = 3, name = bbob_f015_i07_d02__bbob_f015_i08_d02
% function evaluation | 2 objectives | 2 variables
1	3.979385922148070e+02	1.229683996258944e+03	3.69838651e+00	1.17868371e+00	
2	7.441908851511546e+02	4.507599643866737e+01	2.13308230e+00	-1.54466279e+00	
3	3.981426816891962e+02	8.839843125641714e+02	3.21228504e+00	1.00967553e+00	
4	2.685390081910770e+02	-8.992988046823379e+01	-8.56550696e-01	7.09471002e-02	
7	3.029661421415031e+02	-1.012080572602105e+02	-4.35973793e+00	2.22170005e+00	
11	2.304218871760961e+02	3.685965487138657e+03	3.80160537e+00	3.09018580e+00	
13	2.921929896314816e+02	-9.157230010047894e+01	-3.12702245e+00	3.09109369e+00	
19	2.449373461428721e+02	7.521222468102171e+02	1.72379929e+00	2.40744026e+00	
% instance = 4, name = bbob_f015_i09_d02__bbob_f015_i10_d02
% function evaluation | 2 objectives | 2 variables
1	3.415054145216504e+02	1.429554353452716e+03	3.69838651e+00	1.17868371e+00	
2	1.840356303012321e+02	1.241501941779890e+03	2.13308230e+00	-1.54466279e+00	
4	1.262198458325196e+02	1.049593269157695e+03	-8.56550696e-01	7.09471002e-02	
% instance = 5, name = bbob_f015_i11_d02__bbob_f015_i12_d02
% function evaluation | 2 objectives | 2 variables
1	9.929855031387889e+02	2.257906200310463e+03	3.69838651e+00	1.17868371e+00	
2	7.383150211759519e+01	1.241380593394372e+03	2.13308230e+00	-1.54466279e+00	
4	8.639403416629696e+01	6.322003136303289e+02	-8.56550696e-01	7.09471002e-02	
8	-6.553686221114238e+01	9.232368662803520e+02	3.85125057e-01	-3.66696002e+00	
14	-5.287705023569625e+01	8.584606680539391e+02	-1.38020177e-01	-4.11748831e+00	
17	-5.823588408694983e+01	8.824478805712372e+02	6.08063478e-02	-3.88380970e+00	
18	4.934793950215234e+01	6.306128102376991e+02	-4.77025286e+00	-4.02033013e+00	
% instance = 6, name = bbob_f015_i13_d02__bbob_f015_i14_d02
% function evaluation | 2 objectives | 2 variables
1	2.713881441166129e+02	1.439180413613543e+02	3.69838651e+00	1.17868371e+00	
3	2.701068259790009e+02	1.000916654403999e+02	3.21228504e+00	1.00967553e+00	
4	2.009886175883865e+02	-1.108924807898986e+02	-8.56550696e-01	7.09471002e-02	
6	1.907442918397185e+02	-9.287058087701311e+01	-5.01498795e-01	6.43283104e-01	
7	1.910949728598363e+02	-2.185337166489969e+02	-4.35973793e+00	2.22170005e+00	
9	1.882268269836919e+02	-2.333097547899297e+02	-2.75778991e+00	3.46276250e+00	
11	1.545237165798487e+02	2.261275070663424e+01	3.80160537e+00	3.09018580e+00	
19	1.526878091634436e+02	-6.731258707119287e+01	1.72379929e+00	2.40744026e+00	
% instance = 7, name = bbob_f015_i15_d02__bbob_f015_i16_d02
% function evaluation | 2 objectives | 2 variables
