% instance = 1, name = bbob_f002_i02_d02__bbob_f006_i04_d02
% function evaluation | 2 objectives | 2 variables
1	2.485881360171909e+06	9.358156529416401e+04	3.69838651e+00	1.17868371e+00	
2	1.742813789211980e+07	1.795323555827570e+02	2.13308230e+00	-1.54466279e+00	
3	3.006440593663602e+06	6.368724811890106e+04	3.21228504e+00	1.00967553e+00	
4	6.092793958290020e+06	1.460784437619808e+02	-8.56550696e-01	7.09471002e-02	
6	4.023341919587987e+06	1.438508248804137e+02	-5.01498795e-01	6.43283104e-01	
7	1.703822170321307e+05	2.449096847931361e+03	-4.35973793e+00	2.22170005e+00	
19	4.661245265219516e+04	1.386651227995055e+05	1.72379929e+00	2.40744026e+00	
% instance = 2, name = bbob_f002_i03_d02__bbob_f006_i05_d02
% function evaluation | 2 objectives | 2 variables
1	5.720004809294908e+06	3.856093085646124e+05	3.69838651e+00	1.17868371e+00	
2	2.548855495499365e+07	6.369713390646999e+04	2.13308230e+00	-1.54466279e+00	
3	6.501190982143511e+06	3.128846315942209e+05	3.21228504e+00	1.00967553e+00	
4	1.270216206495799e+07	7.375313587334996e+03	-8.56550696e-01	7.09471002e-02	
6	8.584696962358020e+06	2.882292115308148e+04	-5.01498795e-01	6.43283104e-01	
7	2.423409565557590e+06	6.758068793382394e+02	-4.35973793e+00	2.22170005e+00	
8	4.794397150663670e+07	6.005308514993651e+02	3.85125057e-01	-3.66696002e+00	
9	3.597244508313015e+04	3.453741707718822e+04	-2.75778991e+00	3.46276250e+00	
13	2.823918506513508e+05	1.574502865777548e+04	-3.12702245e+00	3.09109369e+00	
16	1.589074799802800e+05	5.708637306295210e+03	-3.79573636e+00	3.25988744e+00	
% instance = 3, name = bbob_f002_i07_d02__bbob_f006_i08_d02
% function evaluation | 2 objectives | 2 variables
1	9.706762692465028e+06	1.238616682303497e+02	3.69838651e+00	1.17868371e+00	
2	2.228696359740192e+05	3.162931911607423e+01	2.13308230e+00	-1.54466279e+00	
4	4.606647652455560e+06	-7.011150935626638e+01	-8.56550696e-01	7.09471002e-02	
8	3.091398061201382e+06	-2.957450428167542e+01	3.85125057e-01	-3.66696002e+00	
10	1.596612609858788e+06	1.857996971320453e+01	1.68641129e+00	-3.21077456e+00	
15	9.098797392289928e+04	-8.235239042223810e+00	9.90791217e-01	-1.73217382e+00	
17	3.689554965063067e+06	-3.739304651526624e+01	6.08063478e-02	-3.88380970e+00	
20	6.070518415599366e+04	2.041911566030015e+01	1.80268659e+00	-1.77936778e+00	
% instance = 4, name = bbob_f002_i09_d02__bbob_f006_i10_d02
% function evaluation | 2 objectives | 2 variables
1	1.321725512570227e+06	3.010804411022194e+04	3.69838651e+00	1.17868371e+00	
3	7.188999235677064e+05	3.319563940285727e+04	3.21228504e+00	1.00967553e+00	
4	7.390602805719884e+02	6.251607086780609e+04	-8.56550696e-01	7.09471002e-02	
6	3.341206064524908e+05	3.645579343427308e+04	-5.01498795e-01	6.43283104e-01	
7	4.790546469945407e+06	2.963391729204403e+03	-4.35973793e+00	2.22170005e+00	
9	1.069389762549102e+07	-1.229461627149487e+02	-2.75778991e+00	3.46276250e+00	
13	8.690857994594641e+06	-1.098752530684504e+02	-3.12702245e+00	3.09109369e+00	
% instance = 5, name = bbob_f002_i11_d02__bbob_f006_i12_d02
% function evaluation | 2 objectives | 2 variables
1	2.002193380719995e+07	-6.647094910533759e+00	3.69838651e+00	1.17868371e+00	
2	2.628292887825657e+06	7.637753310820824e+01	2.13308230e+00	-1.54466279e+00	
3	1.861174405644429e+07	-1.515613548585028e+00	3.21228504e+00	1.00967553e+00	
5	1.034919942382217e+07	1.482832587019780e+01	3.01232920e+00	1.50496687e-02	
8	1.463646255599456e+05	2.061355216833055e+02	3.85125057e-01	-3.66696002e+00	
10	7.506785978396842e+03	1.575736468783983e+02	1.68641129e+00	-3.21077456e+00	
12	8.682035990595510e+06	3.926225675965560e+01	2.05256524e+00	-3.06284170e-01	
15	2.143294583878459e+06	1.059164455118318e+02	9.90791217e-01	-1.73217382e+00	
20	2.085903295127847e+06	9.635728061872470e+01	1.80268659e+00	-1.77936778e+00	
% instance = 6, name = bbob_f002_i13_d02__bbob_f006_i14_d02
% function evaluation | 2 objectives | 2 variables
1	3.608196163775381e+06	1.722506735255769e+01	3.69838651e+00	1.17868371e+00	
3	4.078079424559702e+06	1.674628337967921e+01	3.21228504e+00	1.00967553e+00	
7	5.244114714381589e+05	2.009289111403172e+02	-4.35973793e+00	2.22170005e+00	
9	1.890771169269380e+05	2.081158100396011e+02	-2.75778991e+00	3.46276250e+00	
11	6.201722145059465e+03	6.041632849692419e+01	3.80160537e+00	3.09018580e+00	
12	1.072312989262525e+07	5.958714727966310e-01	2.05256524e+00	-3.06284170e-01	
% instance = 7, name = bbob_f002_i15_d02__bbob_f006_i16_d02
% function evaluation | 2 objectives | 2 variables
1	1.824618999721759e+07	9.007318174697470e+03	3.69838651e+00	1.17868371e+00	
2	2.110859962576575e+06	9.021874119355138e+04	2.13308230e+00	-1.54466279e+00	
3	1.677960780860060e+07	1.036651052257353e+04	3.21228504e+00	1.00967553e+00	
5	9.165917035526963e+06	2.051086698446386e+03	3.01232920e+00	1.50496687e-02	
