% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.417874982e+03 +3.417874982e+03 +2.871374982e+03 +2.871374982e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
45 +7.029969668e+02 +7.029969668e+02 +1.564969668e+02 +1.564969668e+02 -3.2989e+00 +1.6448e+00 +1.8198e+00 +2.0942e-01 +1.8632e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.907738201e+04 +6.907738201e+04 +7.007738201e+04 +7.007738201e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
2 +4.640893181e+04 +4.640893181e+04 +4.740893181e+04 +4.740893181e+04 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
3 +2.887217025e+04 +2.887217025e+04 +2.987217025e+04 +2.987217025e+04 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01
5 +5.497533252e+03 +5.497533252e+03 +6.497533252e+03 +6.497533252e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00
6 +3.013876181e+03 +3.013876181e+03 +4.013876181e+03 +4.013876181e+03 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00
9 +2.166450689e+03 +2.166450689e+03 +3.166450689e+03 +3.166450689e+03 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00
11 +2.550680526e+02 +2.550680526e+02 +1.255068053e+03 +1.255068053e+03 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00
