% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.119410844e+07 +3.119410844e+07 +3.119418471e+07 +3.119418471e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +2.401323243e+07 +2.401323243e+07 +2.401330870e+07 +2.401330870e+07 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +1.078779166e+07 +1.078779166e+07 +1.078786793e+07 +1.078786793e+07 +1.5050e-02 -5.0150e-01 +6.4328e-01
6 +6.440652264e+06 +6.440652264e+06 +6.440728534e+06 +6.440728534e+06 -3.6670e+00 -2.7578e+00 +3.4628e+00
14 +1.152680517e+05 +1.152680517e+05 +1.153443217e+05 +1.153443217e+05 -1.7794e+00 -2.6679e+00 -1.2322e+00
80 +3.918761383e+03 +3.918761383e+03 +3.995031383e+03 +3.995031383e+03 +4.5621e+00 -4.2239e+00 -3.9365e-01
95 +9.641355108e+02 +9.641355108e+02 +1.040405511e+03 +1.040405511e+03 -3.5271e+00 -4.4282e+00 +1.1100e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.445517213e+05 +6.445517213e+05 +6.445291713e+05 +6.445291713e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00
8 +5.325440721e+05 +5.325440721e+05 +5.325215221e+05 +5.325215221e+05 +3.0902e+00 +2.0526e+00 -3.0628e-01
18 +1.088052670e+05 +1.088052670e+05 +1.087827170e+05 +1.087827170e+05 +2.2285e+00 -7.2479e-01 -2.2236e+00
38 +5.409586305e+01 +5.409586305e+01 +3.154586305e+01 +3.154586305e+01 +1.4662e+00 +3.7271e+00 -3.6561e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.041067617e+06 +4.041067617e+06 +4.041081277e+06 +4.041081277e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +7.724634057e+05 +7.724634057e+05 +7.724770657e+05 +7.724770657e+05 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +8.946807773e+04 +8.946807773e+04 +8.948173773e+04 +8.948173773e+04 +1.5050e-02 -5.0150e-01 +6.4328e-01
13 +6.664355194e+02 +6.664355194e+02 +6.800955194e+02 +6.800955194e+02 +1.7238e+00 +2.4074e+00 +1.8027e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.117856835e+06 +3.117856835e+06 +3.118794675e+06 +3.118794675e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +1.192631375e+05 +1.192631375e+05 +1.202009775e+05 +1.202009775e+05 -8.5655e-01 +7.0947e-02 +3.0123e+00
13 +2.444179018e+03 +2.444179018e+03 +3.382019018e+03 +3.382019018e+03 +1.7238e+00 +2.4074e+00 +1.8027e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.286459218e+07 +2.286459218e+07 +2.286451346e+07 +2.286451346e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00
3 +1.357606948e+07 +1.357606948e+07 +1.357599076e+07 +1.357599076e+07 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +2.846951704e+06 +2.846951704e+06 +2.846872984e+06 +2.846872984e+06 +1.5050e-02 -5.0150e-01 +6.4328e-01
6 +2.342288493e+06 +2.342288493e+06 +2.342209773e+06 +2.342209773e+06 -3.6670e+00 -2.7578e+00 +3.4628e+00
10 +2.539689602e+02 +2.539689602e+02 +1.752489602e+02 +1.752489602e+02 -4.1175e+00 +9.9079e-01 -1.7322e+00
