% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.913884591e+06 +6.913884591e+06 +6.913960861e+06 +6.913960861e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
4 +1.140602674e+06 +1.140602674e+06 +1.140678944e+06 +1.140678944e+06 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
14 +7.382189941e+03 +7.382189941e+03 +7.458459941e+03 +7.458459941e+03 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00
55 +2.036987517e+03 +2.036987517e+03 +2.113257517e+03 +2.113257517e+03 +1.1226e+00 -4.5378e+00 -2.4567e+00 +1.6748e+00 -1.4501e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.945596224e+01 +6.945596224e+01 +4.690596224e+01 +4.690596224e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.854479144e+07 +1.854479144e+07 +1.854480510e+07 +1.854480510e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
2 +5.106856976e+06 +5.106856976e+06 +5.106870636e+06 +5.106870636e+06 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
3 +1.683517403e+06 +1.683517403e+06 +1.683531063e+06 +1.683531063e+06 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01
5 +2.472905880e+05 +2.472905880e+05 +2.473042480e+05 +2.473042480e+05 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00
11 +1.311892837e+05 +1.311892837e+05 +1.312029437e+05 +1.312029437e+05 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00
80 +9.943301979e+04 +9.943301979e+04 +9.944667979e+04 +9.944667979e+04 +1.0890e+00 +2.2344e-01 +2.6992e+00 +1.5822e+00 -4.8664e+00
91 +1.511470701e+04 +1.511470701e+04 +1.512836701e+04 +1.512836701e+04 +9.4410e-01 +1.5421e+00 -2.8908e+00 -2.1468e+00 -4.7603e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.947493766e+07 +1.947493766e+07 +1.947587550e+07 +1.947587550e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
2 +6.966819575e+05 +6.966819575e+05 +6.976197975e+05 +6.976197975e+05 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
3 +3.964790379e+05 +3.964790379e+05 +3.974168779e+05 +3.974168779e+05 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01
11 +2.292501605e+05 +2.292501605e+05 +2.301880005e+05 +2.301880005e+05 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00
12 +3.810918091e+04 +3.810918091e+04 +3.904702091e+04 +3.904702091e+04 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
18 +2.165314769e+04 +2.165314769e+04 +2.259098769e+04 +2.259098769e+04 +3.7811e+00 +1.8706e-02 +2.9112e+00 +3.4771e+00 -2.2954e+00
67 +1.348423198e+04 +1.348423198e+04 +1.442207198e+04 +1.442207198e+04 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01
76 +3.618900565e+03 +3.618900565e+03 +4.556740565e+03 +4.556740565e+03 -4.0070e+00 +2.1210e+00 +1.0354e+00 -4.9821e+00 +2.1663e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.775690542e+06 +1.775690542e+06 +1.775611822e+06 +1.775611822e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00
4 +1.524928040e+06 +1.524928040e+06 +1.524849320e+06 +1.524849320e+06 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
8 +9.603849791e+04 +9.603849791e+04 +9.595977791e+04 +9.595977791e+04 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
9 +5.203007896e+01 +5.203007896e+01 -2.668992104e+01 -2.668992104e+01 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00
