% function evaluation | noise-free fitness - Fopt (-5.971000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.256003235e+01 +7.256003235e+01 +1.285003235e+01 +1.285003235e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
8 +4.476816578e+01 +4.476816578e+01 -1.494183422e+01 -1.494183422e+01 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
32 +3.924480108e+01 +3.924480108e+01 -2.046519892e+01 -2.046519892e+01 -2.1464e+00 +2.5107e+00 +9.4361e-01 +5.6488e-01 -2.2824e+00 +4.9753e+00 +2.2340e+00 -2.7984e+00 -2.1522e+00 +1.0608e+00 +6.2286e-01 -4.0380e+00 +1.3622e+00 -4.0934e+00 +1.8802e+00 -1.2524e+00 +3.3431e+00 +2.3885e+00 -3.6165e+00 -4.9426e+00
% function evaluation | noise-free fitness - Fopt (-9.684000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.771888826e+01 +8.771888826e+01 -9.121111735e+00 -9.121111735e+00 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +5.776535405e+01 +5.776535405e+01 -3.907464595e+01 -3.907464595e+01 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
% function evaluation | noise-free fitness - Fopt (3.207000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067709345e+02 +1.067709345e+02 +1.388409345e+02 +1.388409345e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +6.736887746e+01 +6.736887746e+01 +9.943887746e+01 +9.943887746e+01 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
8 +5.060552121e+01 +5.060552121e+01 +8.267552121e+01 +8.267552121e+01 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
90 +3.112329897e+01 +3.112329897e+01 +6.319329897e+01 +6.319329897e+01 -5.1609e-03 +4.9600e+00 -1.2703e+00 -9.6909e-01 +1.8920e+00 +4.7622e+00 +3.0553e+00 -1.9963e+00 -4.0327e+00 +8.6607e-01 -1.4448e+00 -3.8803e+00 -1.3462e+00 +1.5810e+00 +2.7802e+00 -4.2657e+00 -3.6124e+00 -9.3766e-01 +4.3064e+00 +1.8706e+00
% function evaluation | noise-free fitness - Fopt (2.624000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.663228442e+01 +8.663228442e+01 +1.128722844e+02 +1.128722844e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
9 +5.058482776e+01 +5.058482776e+01 +7.682482776e+01 +7.682482776e+01 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
68 +3.878747072e+01 +3.878747072e+01 +6.502747072e+01 +6.502747072e+01 +5.5546e-01 -3.8912e+00 -4.5133e-01 +4.3246e+00 -1.2870e+00 +3.6862e-03 -3.2066e+00 +4.3261e+00 +1.8025e-01 -1.7428e-01 -4.0588e+00 +3.0889e+00 -3.9902e+00 +2.1143e+00 +4.2459e+00 +1.4374e-01 -4.5359e+00 -1.9499e+00 +9.9866e-01 -2.6213e+00
% function evaluation | noise-free fitness - Fopt (-1.610000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.586351635e+01 +6.586351635e+01 +4.976351635e+01 +4.976351635e+01 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
